time,cityname,aqi,co,no2,so2,o3_8h,pm2_5,pm10,quality,primary_pollutant,temp_avg,temp_high,temp_low,humi,windangle,windlevel,rain,rankflag_169,rankflag_338,rankflag_2_26,rankflag,longitude,latitude
2021-02-28,汕尾,60.0,0.8,10.0,8.0,112.0,15.0,26.0,良,O3,19.846,23.0,18.0,74.038,67.0,1.962,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-01,汕尾,70.0,0.8,13.0,8.0,124.0,21.0,29.0,良,O3,21.462,26.0,18.0,74.077,151.0,1.577,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-02,汕尾,41.0,0.9,11.0,8.0,81.0,12.0,26.0,优,,19.692,23.0,17.0,69.385,111.0,2.308,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-03,汕尾,53.0,0.8,11.0,9.0,103.0,18.0,39.0,良,O3,17.769,20.0,16.0,66.538,65.0,2.192,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-04,汕尾,57.0,0.8,23.0,9.0,61.0,40.0,53.0,良,PM2.5,16.962,18.0,16.0,80.923,86.0,1.462,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-05,汕尾,62.0,0.8,20.0,8.0,82.0,44.0,45.0,良,PM2.5,19.462,22.0,16.0,84.308,61.0,1.731,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-06,汕尾,52.0,0.9,15.0,8.0,102.0,35.0,40.0,良,O3,20.077,22.0,19.0,89.192,66.0,1.692,11.0,0,1,,,115.3729240000,22.7787310000
2021-03-07,汕尾,41.0,0.7,13.0,7.0,82.0,19.0,22.0,优,,19.125,21.0,18.0,87.208,67.0,1.75,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-08,汕尾,62.0,0.7,14.0,8.0,114.0,25.0,33.0,良,O3,18.208,20.0,17.0,81.542,58.0,1.667,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-09,汕尾,78.0,0.7,15.0,9.0,133.0,30.0,44.0,良,O3,18.625,22.0,15.0,76.25,88.0,1.583,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-10,汕尾,67.0,0.7,13.0,8.0,120.0,22.0,39.0,良,O3,19.458,22.0,17.0,71.958,60.0,2.583,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-11,汕尾,72.0,0.6,13.0,9.0,126.0,23.0,37.0,良,O3,20.833,25.0,18.0,69.833,61.0,1.958,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-12,汕尾,57.0,0.7,15.0,9.0,108.0,29.0,43.0,良,O3,21.75,26.0,18.0,78.875,122.0,1.583,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-13,汕尾,94.0,0.7,12.0,9.0,152.0,27.0,37.0,良,O3,20.917,24.0,19.0,71.375,80.0,2.375,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-14,汕尾,90.0,0.7,14.0,9.0,147.0,29.0,44.0,良,O3,19.875,23.0,17.0,74.083,93.0,1.833,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-15,汕尾,69.0,0.6,12.0,9.0,122.0,19.0,32.0,良,O3,21.13,26.0,17.0,65.696,76.0,2.043,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-16,汕尾,47.0,0.5,14.0,8.0,94.0,23.0,36.0,优,,22.875,27.0,19.0,72.25,140.0,1.625,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-17,汕尾,44.0,0.5,16.0,8.0,87.0,23.0,36.0,优,,23.208,28.0,20.0,78.583,115.0,1.667,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-18,汕尾,49.0,0.5,12.0,8.0,97.0,23.0,32.0,优,,22.25,26.0,20.0,81.833,94.0,2.208,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-19,汕尾,49.0,0.4,10.0,8.0,98.0,17.0,24.0,优,,22.875,27.0,20.0,82.208,116.0,2.042,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-20,汕尾,39.0,0.5,11.0,8.0,78.0,19.0,28.0,优,,23.708,26.0,21.0,80.708,172.0,1.833,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-21,汕尾,34.0,0.7,12.0,8.0,68.0,19.0,33.0,优,,19.792,22.0,16.0,73.042,176.0,2.792,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-22,汕尾,34.0,0.7,11.0,9.0,68.0,13.0,27.0,优,,16.375,19.0,14.0,61.708,97.0,2.917,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-23,汕尾,73.0,0.7,20.0,11.0,109.0,45.0,95.0,良,PM10,17.292,19.0,15.0,57.667,56.0,1.917,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-24,汕尾,60.0,0.6,20.0,9.0,112.0,37.0,62.0,良,O3,18.625,23.0,16.0,71.958,128.0,1.625,0.3,0,1,,,115.3729240000,22.7787310000
2021-03-25,汕尾,89.0,0.6,18.0,9.0,146.0,37.0,54.0,良,O3,19.818,24.0,16.0,66.682,67.0,2.864,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-26,汕尾,75.0,0.5,14.0,10.0,130.0,16.0,35.0,良,臭氧8小时,20.304,26.0,16.0,66.478,110.0,2.348,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-27,汕尾,71.0,0.6,14.0,9.0,125.0,23.0,42.0,良,O3,22.542,27.0,19.0,74.583,143.0,2.083,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-28,汕尾,48.0,0.6,16.0,9.0,96.0,20.0,35.0,优,,23.583,26.0,21.0,85.042,231.0,2.25,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-29,汕尾,31.0,0.5,11.0,7.0,62.0,11.0,23.0,优,,24.625,27.0,23.0,87.208,206.0,2.917,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-30,汕尾,30.0,0.5,6.0,7.0,60.0,11.0,20.0,优,,25.833,27.0,25.0,86.875,187.0,3.0,0.0,0,1,,,115.3729240000,22.7787310000
2021-03-31,汕尾,27.0,0.5,5.0,7.0,53.0,10.0,17.0,优,,26.292,28.0,25.0,82.417,161.0,2.375,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-01,汕尾,31.0,0.5,7.0,7.0,62.0,14.0,19.0,优,,26.333,28.0,25.0,85.625,203.0,2.417,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-02,汕尾,34.0,0.5,7.0,7.0,68.0,13.0,21.0,优,,26.208,28.0,25.0,85.208,220.0,2.375,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-03,汕尾,44.0,0.5,12.0,9.0,87.0,17.0,27.0,优,,26.292,29.0,24.0,82.333,200.0,2.292,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-04,汕尾,68.0,0.7,12.0,8.0,121.0,28.0,35.0,良,O3,24.0,26.0,22.0,84.5,95.0,2.292,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-05,汕尾,84.0,0.8,12.0,8.0,140.0,33.0,46.0,良,O3,21.833,24.0,20.0,76.125,71.0,2.25,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-06,汕尾,106.0,0.6,15.0,10.0,166.0,28.0,53.0,轻度污染,O3,22.25,26.0,19.0,71.917,84.0,2.167,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-07,汕尾,85.0,0.6,14.0,10.0,141.0,18.0,42.0,良,O3,21.958,25.0,20.0,61.083,83.0,2.458,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-08,汕尾,85.0,0.5,17.0,10.0,142.0,22.0,48.0,良,O3,22.042,26.0,19.0,55.042,93.0,1.958,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-09,汕尾,71.0,0.6,13.0,9.0,125.0,31.0,40.0,良,O3,19.583,21.0,18.0,76.917,76.0,2.292,2.4,0,1,,,115.3729240000,22.7787310000
2021-04-10,汕尾,88.0,0.6,15.0,10.0,145.0,22.0,50.0,良,O3,20.542,25.0,17.0,62.333,65.0,2.5,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-11,汕尾,91.0,0.5,12.0,10.0,149.0,18.0,35.0,良,O3,21.875,27.0,18.0,68.875,112.0,2.458,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-11,汕尾,91.0,0.5,12.0,10.0,149.0,18.0,35.0,良,O3,21.875,27.0,18.0,68.875,112.0,2.458,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-12,汕尾,47.0,0.5,10.0,8.0,93.0,15.0,30.0,优,,24.042,29.0,20.0,76.708,181.0,1.833,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-13,汕尾,43.0,0.6,8.0,7.0,85.0,12.0,22.0,优,,24.708,27.0,22.0,80.042,171.0,2.083,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-14,汕尾,75.0,0.6,8.0,8.0,129.0,20.0,29.0,良,O3,23.292,25.0,21.0,80.542,91.0,3.083,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-15,汕尾,65.0,0.5,9.0,8.0,118.0,15.0,27.0,良,O3,22.083,25.0,19.0,75.708,71.0,3.125,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-16,汕尾,76.0,0.6,12.0,8.0,131.0,23.0,36.0,良,O3,23.0,26.0,21.0,73.083,75.0,2.458,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-17,汕尾,91.0,0.7,15.0,9.0,149.0,27.0,44.0,良,O3,23.417,26.0,22.0,75.417,87.0,1.917,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-18,汕尾,118.0,0.6,14.0,9.0,179.0,41.0,123.0,轻度污染,O3,22.792,25.0,21.0,59.708,65.0,3.083,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-19,汕尾,106.0,0.6,11.0,9.0,166.0,30.0,85.0,轻度污染,O3,22.0,25.0,20.0,58.625,66.0,3.125,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-20,汕尾,85.0,0.5,9.0,10.0,142.0,21.0,54.0,良,O3,23.25,27.0,21.0,62.625,70.0,2.667,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-21,汕尾,75.0,0.5,9.0,10.0,130.0,23.0,53.0,良,O3,24.0,27.0,21.0,63.667,69.0,2.5,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-22,汕尾,71.0,0.6,8.0,9.0,125.0,16.0,46.0,良,O3,23.917,26.0,21.0,74.667,166.0,2.375,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-23,汕尾,94.0,0.6,11.0,9.0,152.0,27.0,55.0,良,O3,26.0,30.0,23.0,77.458,102.0,2.167,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-24,汕尾,85.0,0.6,9.0,8.0,141.0,15.0,23.0,良,O3,24.875,27.0,23.0,70.958,79.0,2.958,0.0,0,1,,,115.3729240000,22.7787310000
2021-04-25,汕尾,47.0,0.6,12.0,8.0,93.0,16.0,36.0,优,,23.083,26.0,22.0,79.667,66.0,2.292,0.1,0,1,,,115.3729240000,22.7787310000
2021-04-26,汕尾,55.0,0.6,11.0,9.0,106.0,20.0,44.0,良,O3,23.417,26.0,21.0,71.375,59.0,2.75,0.1,0,1,,,115.3729240000,22.7787310000
2021-04-27,汕尾,39.0,0.6,16.0,8.0,68.0,23.0,39.0,优,,22.333,24.0,21.0,85.583,87.0,2.125,1.9,0,1,,,115.3729240000,22.7787310000
2021-04-28,汕尾,50.0,0.6,12.0,8.0,99.0,21.0,39.0,优,,24.083,27.0,22.0,84.583,122.0,1.917,0.1,0,1,,,115.3729240000,22.7787310000
2021-04-29,汕尾,58.0,0.7,9.0,8.0,109.0,5.0,15.0,良,O3,23.958,29.0,22.0,73.708,137.0,2.333,0.1,0,1,,,115.3729240000,22.7787310000
2021-04-30,汕尾,85.0,0.8,12.0,8.0,141.0,14.0,25.0,良,O3,24.458,29.0,20.0,75.083,200.0,2.125,0.0,0,1,,,115.3729240000,22.7787310000
2021-05-01,汕尾,104.0,0.7,10.0,9.0,164.0,16.0,24.0,轻度污染,O3,25.25,28.0,24.0,82.5,214.0,2.25,0.0,0,1,,,115.3729240000,22.7787310000
2021-05-02,汕尾,75.0,0.7,9.0,8.0,130.0,16.0,24.0,良,O3,25.375,29.0,23.0,82.167,133.0,1.833,0.1,0,1,,,115.3729240000,22.7787310000
2021-05-03,汕尾,52.0,0.5,9.0,8.0,102.0,17.0,28.0,良,O3,24.0,25.0,23.0,83.958,65.0,2.708,3.5,0,1,,,115.3729240000,22.7787310000
2021-05-04,汕尾,32.0,0.5,7.0,7.0,63.0,13.0,32.0,优,,26.292,29.0,24.0,83.875,164.0,2.208,4.5,0,1,,,115.3729240000,22.7787310000
2021-05-05,汕尾,65.0,0.6,8.0,8.0,118.0,14.0,24.0,良,O3,26.542,32.0,23.0,76.0,128.0,2.5,0.8,0,1,,,115.3729240000,22.7787310000
2021-05-06,汕尾,98.0,0.5,9.0,9.0,157.0,20.0,53.0,良,O3,25.042,28.0,23.0,60.25,75.0,2.542,0.0,0,1,,,115.3729240000,22.7787310000
2021-05-07,汕尾,47.0,0.6,8.0,8.0,93.0,17.0,33.0,优,,25.458,28.0,22.0,77.542,207.0,2.125,0.0,0,1,,,115.3729240000,22.7787310000
2021-01-01,江门,43.0,0.5,34.0,8.0,67.0,17.0,38.0,优,,10.038,13.0,7.0,29.115,102.0,2.346,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-02,江门,82.0,0.7,65.0,11.0,71.0,33.0,62.0,良,NO2,12.308,17.0,9.0,34.808,83.0,2.038,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-03,江门,104.0,0.9,88.0,15.0,82.0,57.0,104.0,轻度污染,NO2,15.5,20.0,11.0,42.654,67.0,1.769,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-04,江门,95.0,0.7,76.0,15.0,69.0,40.0,82.0,良,NO2,17.692,19.0,16.0,35.846,56.0,2.423,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-05,江门,89.0,0.8,71.0,17.0,113.0,50.0,89.0,良,NO2,18.577,21.0,17.0,40.0,62.0,2.5,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-06,江门,74.0,0.8,58.0,13.0,103.0,54.0,86.0,良,PM2.5,16.462,19.0,14.0,43.154,41.0,2.615,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-07,江门,72.0,0.9,52.0,10.0,44.0,52.0,89.0,良,PM2.5,13.077,16.0,8.0,56.462,35.0,3.269,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-08,江门,53.0,0.6,34.0,7.0,49.0,30.0,55.0,良,PM10,6.923,8.0,6.0,52.462,59.0,3.231,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-09,江门,58.0,0.5,46.0,9.0,44.0,18.0,50.0,良,NO2,8.654,11.0,7.0,29.885,36.0,2.615,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-10,江门,67.0,0.5,53.0,11.0,37.0,26.0,56.0,良,NO2,10.769,12.0,10.0,29.923,40.0,2.538,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-11,江门,55.0,0.6,44.0,12.0,43.0,31.0,59.0,良,PM10,8.115,10.0,7.0,44.077,72.0,3.154,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-12,江门,70.0,0.8,56.0,13.0,72.0,41.0,77.0,良,NO2,9.538,14.0,6.0,35.808,119.0,2.269,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-13,江门,107.0,0.9,93.0,14.0,79.0,62.0,109.0,轻度污染,NO2,11.346,18.0,6.0,43.231,149.0,1.385,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-14,江门,127.0,1.1,106.0,15.0,146.0,96.0,143.0,轻度污染,PM2.5,14.077,21.0,9.0,46.423,167.0,1.231,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-15,江门,108.0,1.1,95.0,13.0,150.0,74.0,130.0,轻度污染,NO2,17.0,24.0,12.0,61.692,150.0,1.385,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-16,江门,116.0,1.1,98.0,14.0,177.0,80.0,146.0,轻度污染,O3,17.769,23.0,14.0,67.115,136.0,1.308,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-17,江门,89.0,0.8,41.0,11.0,100.0,48.0,128.0,良,PM10,15.269,17.0,11.0,47.885,75.0,3.038,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-18,江门,85.0,0.8,54.0,13.0,90.0,49.0,120.0,良,PM10,12.385,16.0,10.0,41.423,95.0,2.269,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-19,江门,98.0,0.9,78.0,12.0,133.0,63.0,126.0,良,NO2,14.808,20.0,10.0,53.462,147.0,1.577,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-20,江门,113.0,1.0,105.0,12.0,78.0,69.0,128.0,轻度污染,NO2,17.769,21.0,15.0,59.615,112.0,1.577,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-21,江门,101.0,1.0,81.0,12.0,109.0,73.0,126.0,轻度污染,NO2,19.462,22.0,17.0,68.462,116.0,1.5,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-22,江门,60.0,0.9,48.0,7.0,66.0,36.0,55.0,良,NO2,19.423,22.0,17.0,84.615,179.0,1.346,1.0,1,1,,1,113.0781250000,22.5751170000
2021-01-23,江门,79.0,1.0,54.0,8.0,134.0,44.0,78.0,良,O3,19.5,24.0,17.0,69.731,117.0,1.808,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-24,江门,72.0,1.0,57.0,8.0,95.0,47.0,88.0,良,NO2,18.654,22.0,16.0,72.731,114.0,2.077,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-25,江门,93.0,0.8,36.0,7.0,151.0,31.0,60.0,良,O3,20.5,25.0,18.0,68.731,139.0,1.654,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-26,江门,99.0,1.0,45.0,8.0,158.0,41.0,77.0,良,O3,20.308,24.0,17.0,70.885,125.0,1.885,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-27,江门,99.0,1.0,36.0,8.0,158.0,39.0,67.0,良,O3,19.346,23.0,17.0,64.692,103.0,2.346,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-28,江门,55.0,1.0,32.0,7.0,91.0,34.0,60.0,良,PM10,17.654,20.0,15.0,67.0,150.0,2.269,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-29,江门,88.0,0.8,32.0,8.0,145.0,19.0,46.0,良,O3,15.962,20.0,13.0,52.692,88.0,2.385,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-30,江门,95.0,0.8,36.0,8.0,154.0,39.0,77.0,良,O3,17.308,22.0,14.0,66.077,124.0,1.769,0.0,1,1,,1,113.0781250000,22.5751170000
2021-01-31,江门,75.0,0.6,31.0,7.0,130.0,20.0,52.0,良,O3,19.846,25.0,17.0,58.269,146.0,1.615,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-01,江门,74.0,0.7,28.0,7.0,128.0,23.0,47.0,良,O3,20.615,27.0,16.0,69.5,161.0,1.346,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-02,江门,140.0,0.7,32.0,8.0,203.0,30.0,59.0,轻度污染,O3,21.308,27.0,17.0,70.269,149.0,1.654,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-03,江门,89.0,0.6,20.0,7.0,146.0,26.0,55.0,良,O3,19.846,24.0,17.0,65.577,156.0,1.962,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-04,江门,115.0,0.7,26.0,7.0,176.0,28.0,63.0,轻度污染,O3,19.583,25.0,16.0,66.75,164.0,1.542,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-05,江门,84.0,0.6,24.0,6.0,140.0,23.0,49.0,良,O3,20.385,26.0,17.0,64.462,168.0,1.615,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-06,江门,102.0,0.8,25.0,8.0,162.0,26.0,50.0,轻度污染,O3,21.269,27.0,16.0,59.385,186.0,1.577,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-07,江门,100.0,0.7,22.0,8.0,159.0,26.0,45.0,良,O3,21.654,28.0,17.0,59.0,170.0,1.769,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-08,江门,85.0,0.7,20.0,8.0,141.0,29.0,45.0,良,O3,21.731,26.0,19.0,61.0,128.0,1.846,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-09,江门,47.0,0.8,19.0,6.0,89.0,28.0,47.0,优,,19.0,21.0,17.0,78.615,57.0,2.308,3.0,1,1,,1,113.0781250000,22.5751170000
2021-02-10,江门,26.0,0.8,14.0,5.0,51.0,5.0,10.0,优,,15.115,18.0,14.0,95.154,169.0,2.423,44.0,1,1,,1,113.0781250000,22.5751170000
2021-02-11,江门,41.0,0.8,12.0,6.0,82.0,8.0,17.0,优,,16.923,20.0,15.0,73.923,110.0,2.0,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-12,江门,47.0,0.7,11.0,7.0,94.0,19.0,29.0,优,,18.115,22.0,15.0,59.692,133.0,2.231,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-13,江门,55.0,0.6,13.0,8.0,106.0,26.0,33.0,良,O3,19.115,23.0,17.0,62.154,96.0,1.846,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-14,江门,57.0,0.6,12.0,6.0,108.0,26.0,35.0,良,O3,19.808,25.0,15.0,70.769,218.0,1.692,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-15,江门,77.0,0.6,13.0,8.0,132.0,26.0,38.0,良,O3,20.885,27.0,16.0,65.5,165.0,1.885,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-16,江门,56.0,0.6,13.0,6.0,107.0,23.0,37.0,良,O3,21.269,26.0,19.0,71.231,172.0,1.538,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-17,江门,58.0,0.7,13.0,7.0,109.0,14.0,28.0,良,O3,20.154,23.0,17.0,54.962,120.0,2.769,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-18,江门,72.0,0.5,15.0,9.0,126.0,16.0,40.0,良,O3,18.923,22.0,16.0,43.385,111.0,2.423,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-19,江门,90.0,0.6,20.0,9.0,147.0,37.0,56.0,良,O3,18.577,23.0,15.0,65.231,179.0,1.615,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-20,江门,98.0,0.7,20.0,9.0,157.0,34.0,55.0,良,O3,19.308,25.0,15.0,71.269,217.0,1.923,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-21,江门,90.0,0.6,18.0,8.0,147.0,28.0,47.0,良,O3,20.115,26.0,16.0,72.923,209.0,1.769,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-22,江门,90.0,0.7,21.0,9.0,148.0,29.0,47.0,良,O3,21.231,27.0,17.0,71.923,196.0,1.692,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-23,江门,132.0,0.7,27.0,10.0,195.0,30.0,48.0,轻度污染,O3,22.346,28.0,18.0,68.385,181.0,1.731,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-24,江门,64.0,0.5,15.0,7.0,116.0,20.0,41.0,良,O3,21.5,25.0,20.0,72.75,152.0,2.083,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-25,江门,38.0,0.6,21.0,7.0,75.0,17.0,34.0,优,,21.6,23.0,20.0,81.6,143.0,2.04,4.0,1,1,,1,113.0781250000,22.5751170000
2021-02-26,江门,43.0,0.8,34.0,7.0,41.0,18.0,34.0,优,,19.615,22.0,15.0,91.538,100.0,1.923,8.0,1,1,,1,113.0781250000,22.5751170000
2021-02-27,江门,43.0,0.9,34.0,8.0,18.0,15.0,34.0,优,,15.154,16.0,14.0,78.769,65.0,2.5,0.0,1,1,,1,113.0781250000,22.5751170000
2021-02-28,江门,49.0,0.9,39.0,10.0,78.0,24.0,46.0,优,,18.692,22.0,15.0,79.846,83.0,1.654,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-01,江门,70.0,1.2,56.0,10.0,62.0,43.0,80.0,良,NO2,21.231,24.0,18.0,84.192,115.0,1.538,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-02,江门,35.0,0.9,28.0,9.0,65.0,10.0,24.0,优,,17.385,20.0,15.0,63.115,162.0,2.846,7.0,1,1,,1,113.0781250000,22.5751170000
2021-03-03,江门,68.0,1.0,54.0,10.0,25.0,27.0,56.0,良,NO2,17.769,19.0,16.0,67.462,54.0,2.269,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-04,江门,63.0,1.1,50.0,9.0,8.0,42.0,65.0,良,NO2,16.231,18.0,15.0,91.154,46.0,1.846,2.0,1,1,,1,113.0781250000,22.5751170000
2021-03-05,江门,68.0,1.2,50.0,8.0,23.0,49.0,80.0,良,PM2.5,19.192,21.0,17.0,97.654,92.0,1.308,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-06,江门,44.0,0.8,34.0,7.0,40.0,23.0,44.0,优,,21.577,25.0,21.0,97.038,126.0,1.692,28.0,1,1,,1,113.0781250000,22.5751170000
2021-03-07,江门,53.0,1.1,42.0,8.0,35.0,19.0,40.0,良,NO2,19.625,21.0,18.0,79.25,67.0,2.375,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-08,江门,69.0,1.1,55.0,8.0,29.0,28.0,58.0,良,NO2,19.875,21.0,18.0,80.75,53.0,1.792,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-09,江门,66.0,1.0,50.0,8.0,119.0,37.0,72.0,良,O3,20.875,24.0,19.0,77.833,123.0,1.542,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-10,江门,55.0,0.8,37.0,8.0,98.0,31.0,60.0,良,PM10,20.958,24.0,19.0,77.292,102.0,1.958,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-11,江门,68.0,0.7,31.0,7.0,121.0,21.0,46.0,良,O3,22.0,25.0,20.0,77.083,119.0,1.917,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-12,江门,161.0,0.9,40.0,9.0,226.0,44.0,75.0,中度污染,O3,23.292,27.0,20.0,77.0,129.0,1.417,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-13,江门,71.0,1.0,47.0,8.0,125.0,37.0,65.0,良,O3,22.667,25.0,21.0,76.708,92.0,1.708,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-14,江门,88.0,0.8,26.0,7.0,145.0,28.0,54.0,良,O3,22.292,26.0,19.0,79.083,180.0,1.625,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-15,江门,70.0,0.8,23.0,7.0,124.0,23.0,46.0,良,O3,23.5,28.0,21.0,72.375,145.0,2.167,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-16,江门,54.0,0.7,25.0,7.0,104.0,27.0,51.0,良,O3,23.792,28.0,21.0,78.917,188.0,1.625,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-17,江门,49.0,0.7,24.0,8.0,87.0,24.0,49.0,优,,24.458,29.0,21.0,81.417,200.0,1.792,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-18,江门,40.0,0.6,20.0,6.0,76.0,20.0,40.0,优,,24.917,28.0,22.0,83.375,161.0,2.292,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-19,江门,37.0,0.6,18.0,7.0,73.0,15.0,33.0,优,,25.25,29.0,23.0,80.292,150.0,2.375,0.0,1,1,,1,113.0781250000,22.5751170000
2021-03-20,江门,48.0,0.6,22.0,8.0,95.0,16.0,38.0,优,,25.708,31.0,22.0,77.042,196.0,1.833,0.0,1,1,,1,113.0781250000,22.5751170000
