time,cityname,aqi,co,no2,so2,o3_8h,pm2_5,pm10,quality,primary_pollutant,temp_avg,temp_high,temp_low,humi,windangle,windlevel,rain,rankflag_169,rankflag_338,rankflag_2_26,rankflag,longitude,latitude
2021-01-01,东莞,40.0,0.5,25.0,11.0,77.0,24.0,40.0,优,,9.346,14.0,5.0,29.115,114.0,1.846,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-02,东莞,55.0,0.6,44.0,13.0,88.0,33.0,56.0,良,NO2,11.5,17.0,7.0,33.923,57.0,1.538,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-03,东莞,83.0,0.8,66.0,14.0,79.0,42.0,79.0,良,NO2,14.885,20.0,8.0,47.577,93.0,1.538,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-04,东莞,68.0,0.6,54.0,16.0,96.0,36.0,65.0,良,NO2,17.346,20.0,15.0,37.0,151.0,1.692,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-05,东莞,75.0,0.7,60.0,16.0,114.0,42.0,74.0,良,NO2,18.0,22.0,15.0,42.808,189.0,1.692,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-06,东莞,75.0,0.8,41.0,16.0,129.0,52.0,81.0,良,O3,15.72,20.0,13.0,47.32,144.0,1.96,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-07,东莞,73.0,0.8,26.0,12.0,54.0,53.0,71.0,良,PM2.5,11.885,15.0,6.0,61.731,110.0,2.885,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-08,东莞,41.0,0.6,20.0,9.0,51.0,28.0,41.0,优,,6.577,8.0,5.0,48.423,198.0,2.692,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-09,东莞,37.0,0.5,29.0,11.0,60.0,17.0,34.0,优,,9.077,11.0,6.0,24.038,142.0,2.077,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-10,东莞,40.0,0.4,25.0,14.0,56.0,22.0,40.0,优,,10.6,12.0,9.0,26.76,160.0,2.32,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-11,东莞,41.0,0.5,26.0,10.0,54.0,23.0,41.0,优,,7.885,10.0,6.0,41.346,293.0,2.538,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-12,东莞,59.0,0.7,47.0,12.0,78.0,36.0,63.0,良,NO2,9.346,15.0,4.0,31.423,199.0,1.846,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-13,东莞,94.0,0.8,75.0,14.0,99.0,53.0,97.0,良,NO2,11.28,18.0,6.0,38.2,103.0,1.56,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-14,东莞,117.0,1.0,110.0,16.0,158.0,88.0,152.0,轻度污染,PM2.5,14.28,21.0,8.0,45.8,137.0,1.44,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-15,东莞,115.0,1.0,96.0,15.0,171.0,87.0,146.0,轻度污染,PM2.5,16.192,22.0,11.0,60.654,142.0,1.385,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-16,东莞,143.0,1.2,126.0,14.0,199.0,109.0,170.0,轻度污染,PM2.5,17.462,24.0,13.0,66.077,138.0,1.538,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-17,东莞,76.0,0.6,34.0,12.0,103.0,45.0,101.0,良,PM10,15.308,18.0,11.0,48.846,159.0,2.308,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-18,东莞,70.0,0.6,43.0,13.0,104.0,36.0,89.0,良,PM10,12.44,17.0,9.0,37.72,188.0,1.68,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-19,东莞,97.0,0.8,77.0,14.0,151.0,63.0,120.0,良,NO2,14.538,20.0,9.0,49.615,101.0,1.538,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-20,东莞,101.0,0.9,82.0,14.0,150.0,60.0,120.0,轻度污染,NO2,18.231,22.0,14.0,57.731,104.0,1.192,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-21,东莞,127.0,1.3,133.0,16.0,100.0,95.0,170.0,轻度污染,NO2,19.654,25.0,16.0,72.846,227.0,1.308,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-22,东莞,79.0,0.8,63.0,10.0,40.0,38.0,60.0,良,NO2,19.038,22.0,17.0,89.538,257.0,1.269,4.0,1,1,,1,113.7634340000,23.0430240000
2021-01-23,东莞,53.0,0.7,42.0,9.0,102.0,30.0,48.0,良,NO2,19.615,24.0,16.0,72.192,188.0,1.615,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-24,东莞,66.0,0.7,34.0,10.0,119.0,39.0,59.0,良,O3,19.038,23.0,16.0,67.269,114.0,2.077,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-25,东莞,104.0,0.7,45.0,9.0,164.0,38.0,64.0,轻度污染,O3,20.0,26.0,16.0,68.692,142.0,1.808,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-26,东莞,96.0,0.9,66.0,11.0,155.0,52.0,86.0,良,O3,20.0,25.0,17.0,70.192,195.0,1.423,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-27,东莞,102.0,0.9,38.0,10.0,162.0,41.0,64.0,轻度污染,O3,18.808,24.0,16.0,66.038,125.0,1.769,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-28,东莞,53.0,1.0,42.0,10.0,94.0,37.0,53.0,良,PM2.5,17.577,21.0,15.0,66.962,183.0,1.923,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-29,东莞,90.0,0.8,29.0,10.0,148.0,21.0,40.0,良,O3,15.577,20.0,12.0,51.462,96.0,2.077,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-30,东莞,134.0,0.8,43.0,10.0,197.0,42.0,83.0,轻度污染,O3,16.5,23.0,12.0,65.077,124.0,1.615,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-31,东莞,103.0,0.6,40.0,10.0,163.0,28.0,61.0,轻度污染,O3,18.538,25.0,14.0,61.769,119.0,1.769,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-01,东莞,113.0,0.6,40.0,10.0,174.0,24.0,50.0,轻度污染,O3,20.346,26.0,15.0,69.885,141.0,1.462,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-02,东莞,90.0,0.7,42.0,10.0,148.0,27.0,56.0,良,O3,21.154,27.0,17.0,67.0,115.0,1.538,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-03,东莞,115.0,0.7,29.0,9.0,176.0,31.0,55.0,轻度污染,O3,19.462,25.0,16.0,62.269,139.0,1.769,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-04,东莞,134.0,0.7,41.0,10.0,197.0,30.0,63.0,轻度污染,O3,19.36,26.0,15.0,64.56,145.0,1.64,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-05,东莞,102.0,0.6,32.0,10.0,162.0,23.0,46.0,轻度污染,O3,19.885,26.0,15.0,64.346,154.0,1.654,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-06,东莞,109.0,0.8,47.0,12.0,169.0,34.0,58.0,轻度污染,O3,21.115,27.0,16.0,62.192,157.0,1.423,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-07,东莞,118.0,0.7,37.0,10.0,179.0,31.0,49.0,轻度污染,O3,21.615,28.0,17.0,58.731,147.0,1.654,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-08,东莞,79.0,0.7,24.0,9.0,134.0,25.0,41.0,良,O3,21.385,27.0,18.0,61.038,108.0,1.769,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-09,东莞,40.0,0.8,14.0,8.0,80.0,24.0,39.0,优,,19.038,21.0,16.0,74.692,116.0,2.038,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-10,东莞,23.0,0.8,12.0,8.0,45.0,8.0,10.0,优,,14.962,17.0,14.0,91.308,214.0,2.308,45.0,1,1,,1,113.7634340000,23.0430240000
2021-02-11,东莞,28.0,0.7,11.0,9.0,56.0,10.0,13.0,优,,15.962,19.0,13.0,79.192,185.0,1.692,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-12,东莞,40.0,0.6,8.0,12.0,80.0,26.0,32.0,优,,17.462,22.0,13.0,65.5,216.0,1.462,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-13,东莞,47.0,0.6,13.0,10.0,93.0,28.0,34.0,优,,18.462,23.0,14.0,66.769,135.0,1.385,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-14,东莞,72.0,0.6,21.0,12.0,126.0,34.0,43.0,良,O3,19.346,25.0,15.0,71.808,196.0,1.5,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-15,东莞,67.0,0.7,20.0,10.0,120.0,35.0,44.0,良,O3,20.538,28.0,16.0,65.731,134.0,1.846,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-16,东莞,70.0,0.6,15.0,10.0,124.0,24.0,34.0,良,O3,20.885,26.0,16.0,63.731,172.0,1.654,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-17,东莞,46.0,0.6,9.0,9.0,91.0,15.0,21.0,优,,20.077,23.0,17.0,55.692,88.0,2.038,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-18,东莞,52.0,0.5,12.0,10.0,102.0,19.0,34.0,良,O3,18.269,23.0,15.0,42.769,107.0,2.0,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-19,东莞,79.0,0.6,20.0,11.0,134.0,34.0,56.0,良,O3,18.077,24.0,14.0,62.462,167.0,1.692,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-20,东莞,107.0,0.6,30.0,11.0,167.0,35.0,57.0,轻度污染,O3,19.077,25.0,14.0,67.769,171.0,1.692,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-21,东莞,88.0,0.6,26.0,11.0,145.0,30.0,44.0,良,O3,20.038,25.0,16.0,67.923,160.0,1.692,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-22,东莞,110.0,0.6,31.0,11.0,170.0,29.0,43.0,轻度污染,O3,21.308,27.0,16.0,68.077,179.0,1.538,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-23,东莞,136.0,0.6,42.0,11.0,199.0,32.0,50.0,轻度污染,O3,22.154,29.0,18.0,68.192,138.0,1.846,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-24,东莞,80.0,0.4,20.0,8.0,135.0,18.0,36.0,良,O3,21.077,26.0,18.0,69.692,142.0,2.038,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-25,东莞,57.0,0.5,27.0,8.0,108.0,20.0,36.0,良,O3,21.269,24.0,19.0,76.846,130.0,1.923,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-26,东莞,60.0,0.7,48.0,10.0,33.0,25.0,44.0,良,NO2,19.692,22.0,17.0,87.615,159.0,1.462,12.0,1,1,,1,113.7634340000,23.0430240000
2021-02-27,东莞,25.0,0.7,20.0,10.0,31.0,12.0,18.0,优,,16.462,17.0,15.0,77.385,64.0,2.0,0.0,1,1,,1,113.7634340000,23.0430240000
2021-02-28,东莞,49.0,0.7,28.0,10.0,97.0,18.0,30.0,优,,19.577,25.0,16.0,72.846,107.0,1.731,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-01,东莞,59.0,0.7,47.0,10.0,78.0,26.0,50.0,良,NO2,21.538,26.0,18.0,79.077,159.0,1.615,3.0,1,1,,1,113.7634340000,23.0430240000
2021-03-02,东莞,40.0,0.8,19.0,10.0,80.0,6.0,13.0,优,,18.923,22.0,16.0,63.962,192.0,2.462,2.0,1,1,,1,113.7634340000,23.0430240000
2021-03-03,东莞,58.0,0.8,35.0,10.0,109.0,23.0,45.0,良,O3,18.615,22.0,16.0,65.615,126.0,1.846,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-04,东莞,55.0,0.8,44.0,10.0,22.0,37.0,59.0,良,PM10,17.385,19.0,17.0,85.038,100.0,1.654,4.0,1,1,,1,113.7634340000,23.0430240000
2021-03-05,东莞,52.0,0.7,41.0,8.0,52.0,33.0,48.0,良,NO2,20.154,24.0,17.0,86.385,98.0,2.077,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-06,东莞,55.0,0.6,44.0,8.0,32.0,21.0,33.0,良,NO2,21.269,25.0,20.0,90.5,141.0,1.654,27.0,1,1,,1,113.7634340000,23.0430240000
2021-03-07,东莞,32.0,0.9,25.0,9.0,47.0,13.0,22.0,优,,20.083,21.0,19.0,81.042,155.0,2.0,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-08,东莞,47.0,0.8,36.0,9.0,46.0,25.0,47.0,优,,19.5,21.0,18.0,74.125,69.0,2.0,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-09,东莞,92.0,0.6,39.0,9.0,150.0,37.0,66.0,良,O3,20.667,25.0,18.0,74.375,156.0,1.458,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-10,东莞,65.0,0.7,36.0,9.0,118.0,30.0,50.0,良,O3,21.375,25.0,19.0,72.875,123.0,2.042,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-11,东莞,120.0,0.6,38.0,10.0,181.0,26.0,54.0,轻度污染,O3,22.5,26.0,20.0,69.875,173.0,1.875,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-12,东莞,100.0,0.7,53.0,11.0,159.0,34.0,63.0,良,O3,23.75,29.0,20.0,73.75,229.0,1.417,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-13,东莞,99.0,0.7,35.0,10.0,158.0,35.0,60.0,良,O3,23.417,26.0,21.0,72.083,159.0,1.708,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-14,东莞,110.0,0.8,40.0,9.0,171.0,34.0,63.0,轻度污染,O3,22.458,27.0,20.0,74.667,148.0,1.542,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-15,东莞,74.0,0.6,32.0,9.0,128.0,22.0,41.0,良,O3,22.667,28.0,19.0,71.375,144.0,2.042,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-16,东莞,72.0,0.6,38.0,10.0,126.0,25.0,49.0,良,O3,23.458,29.0,19.0,73.042,146.0,1.75,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-17,东莞,53.0,0.6,42.0,9.0,84.0,20.0,38.0,良,NO2,24.375,29.0,20.0,74.792,163.0,1.667,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-18,东莞,46.0,0.6,34.0,9.0,91.0,20.0,40.0,优,,24.833,29.0,22.0,77.083,165.0,2.25,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-19,东莞,42.0,0.5,28.0,8.0,83.0,16.0,33.0,优,,25.125,29.0,22.0,72.958,156.0,2.583,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-20,东莞,72.0,0.6,32.0,9.0,126.0,20.0,38.0,良,O3,25.375,31.0,22.0,74.125,216.0,1.667,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-21,东莞,38.0,0.9,22.0,9.0,62.0,19.0,38.0,优,,18.542,23.0,15.0,70.833,187.0,3.333,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-22,东莞,53.0,0.7,19.0,10.0,85.0,24.0,56.0,良,PM10,16.375,19.0,14.0,56.792,112.0,2.375,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-23,东莞,85.0,0.7,33.0,14.0,68.0,39.0,120.0,良,PM10,17.458,19.0,16.0,52.208,94.0,2.0,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-24,东莞,75.0,0.9,51.0,13.0,77.0,45.0,99.0,良,PM10,18.875,23.0,15.0,66.458,171.0,1.625,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-25,东莞,126.0,0.8,55.0,12.0,188.0,40.0,89.0,轻度污染,O3,22.136,28.0,18.0,65.409,132.0,2.136,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-26,东莞,84.0,0.5,33.0,9.0,140.0,21.0,54.0,良,臭氧8小时,22.435,28.0,19.0,62.739,164.0,2.174,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-27,东莞,52.0,0.6,33.0,9.0,102.0,24.0,53.0,良,PM10,24.167,28.0,21.0,73.708,162.0,2.458,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-28,东莞,86.0,0.6,30.0,9.0,143.0,23.0,47.0,良,O3,25.167,30.0,22.0,77.917,209.0,1.958,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-29,东莞,30.0,0.5,21.0,8.0,60.0,12.0,30.0,优,,25.458,29.0,24.0,81.375,190.0,2.75,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-30,东莞,38.0,0.4,12.0,7.0,76.0,10.0,26.0,优,,26.708,30.0,25.0,75.833,175.0,2.958,0.0,1,1,,1,113.7634340000,23.0430240000
2021-03-31,东莞,25.0,0.4,14.0,7.0,50.0,9.0,24.0,优,,26.167,29.0,25.0,74.75,177.0,3.125,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-01,东莞,30.0,0.4,13.0,6.0,59.0,10.0,21.0,优,,26.542,30.0,25.0,75.042,179.0,3.042,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-02,东莞,35.0,0.4,18.0,7.0,70.0,15.0,27.0,优,,26.708,30.0,24.0,76.625,187.0,2.458,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-03,东莞,48.0,0.5,30.0,8.0,96.0,18.0,40.0,优,,27.042,32.0,24.0,75.167,189.0,1.667,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-04,东莞,53.0,1.0,26.0,10.0,54.0,30.0,56.0,良,PM10,24.625,26.0,22.0,71.75,210.0,2.542,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-05,东莞,51.0,0.9,24.0,10.0,89.0,30.0,52.0,良,PM10,22.875,25.0,21.0,70.5,151.0,1.708,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-06,东莞,146.0,0.9,32.0,11.0,210.0,42.0,74.0,轻度污染,O3,25.0,30.0,21.0,67.167,127.0,1.958,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-07,东莞,81.0,0.7,31.0,8.0,137.0,25.0,52.0,良,O3,24.292,28.0,22.0,70.5,150.0,2.417,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-08,东莞,43.0,0.7,29.0,8.0,76.0,19.0,43.0,优,,21.208,23.0,19.0,77.875,88.0,2.5,0.8,1,1,,1,113.7634340000,23.0430240000
2021-04-09,东莞,43.0,0.8,26.0,8.0,86.0,21.0,33.0,优,,19.625,22.0,17.0,77.417,79.0,2.125,9.1,1,1,,1,113.7634340000,23.0430240000
2021-04-10,东莞,146.0,0.8,40.0,8.0,210.0,40.0,69.0,轻度污染,O3,22.75,27.0,20.0,69.625,183.0,1.792,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-11,东莞,104.0,0.6,26.0,7.0,164.0,15.0,40.0,轻度污染,O3,24.125,29.0,20.0,65.792,169.0,2.375,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-11,东莞,104.0,0.6,26.0,7.0,164.0,15.0,40.0,轻度污染,O3,24.125,29.0,20.0,65.792,169.0,2.375,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-12,东莞,61.0,0.6,32.0,8.0,113.0,18.0,41.0,良,O3,25.0,29.0,21.0,71.75,145.0,2.167,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-13,东莞,94.0,0.6,34.0,8.0,152.0,18.0,39.0,良,O3,26.125,31.0,22.0,74.5,202.0,2.0,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-14,东莞,40.0,0.6,26.0,7.0,80.0,15.0,32.0,优,,25.958,31.0,23.0,73.083,172.0,2.625,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-15,东莞,38.0,0.6,27.0,6.0,75.0,17.0,36.0,优,,24.125,26.0,23.0,77.25,119.0,2.458,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-16,东莞,45.0,0.8,32.0,7.0,70.0,24.0,45.0,优,,23.458,26.0,22.0,84.958,111.0,2.042,3.0,1,1,,1,113.7634340000,23.0430240000
2021-04-17,东莞,42.0,0.9,33.0,8.0,53.0,14.0,29.0,优,,23.292,25.0,22.0,80.417,141.0,1.958,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-18,东莞,93.0,0.8,27.0,8.0,151.0,32.0,77.0,良,O3,24.0,29.0,21.0,67.542,91.0,1.958,2.0,1,1,,1,113.7634340000,23.0430240000
2021-04-19,东莞,104.0,0.6,28.0,8.0,164.0,38.0,124.0,轻度污染,O3,23.0,26.0,21.0,59.583,115.0,2.208,0.1,1,1,,1,113.7634340000,23.0430240000
2021-04-20,东莞,99.0,0.6,32.0,9.0,158.0,34.0,84.0,良,O3,23.292,26.0,21.0,65.083,113.0,2.042,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-21,东莞,126.0,0.6,28.0,8.0,188.0,24.0,64.0,轻度污染,O3,25.167,31.0,22.0,65.458,155.0,2.292,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-22,东莞,147.0,0.7,40.0,9.0,211.0,35.0,79.0,轻度污染,O3,25.708,31.0,21.0,69.792,183.0,1.875,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-23,东莞,147.0,0.8,42.0,9.0,211.0,35.0,71.0,轻度污染,O3,27.792,34.0,23.0,71.625,222.0,1.958,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-24,东莞,60.0,0.6,21.0,7.0,112.0,20.0,42.0,良,O3,27.333,31.0,25.0,70.542,174.0,2.792,0.0,1,1,,1,113.7634340000,23.0430240000
2021-04-25,东莞,40.0,0.8,27.0,7.0,80.0,19.0,40.0,优,,25.0,28.0,22.0,80.042,141.0,2.125,1.1,1,1,,1,113.7634340000,23.0430240000
2021-04-26,东莞,41.0,0.8,30.0,7.0,82.0,17.0,35.0,优,,22.542,25.0,21.0,83.333,85.0,2.125,6.2,1,1,,1,113.7634340000,23.0430240000
2021-04-27,东莞,54.0,0.8,43.0,8.0,38.0,24.0,45.0,良,NO2,22.417,23.0,21.0,91.542,77.0,1.625,5.5,1,1,,1,113.7634340000,23.0430240000
2021-04-28,东莞,53.0,1.0,42.0,8.0,15.0,18.0,35.0,良,NO2,22.792,25.0,21.0,90.833,189.0,1.833,6.2,1,1,,1,113.7634340000,23.0430240000
2021-04-29,东莞,51.0,0.8,34.0,8.0,101.0,12.0,30.0,良,O3,23.333,28.0,20.0,69.042,263.0,1.917,0.5,1,1,,1,113.7634340000,23.0430240000
2021-04-30,东莞,205.0,1.0,60.0,10.0,288.0,42.0,81.0,重度污染,O3,25.167,31.0,20.0,67.458,188.0,1.875,0.0,1,1,,1,113.7634340000,23.0430240000
2021-05-01,东莞,150.0,0.9,25.0,9.0,214.0,26.0,47.0,轻度污染,O3,26.708,32.0,23.0,73.25,198.0,2.042,0.0,1,1,,1,113.7634340000,23.0430240000
2021-05-02,东莞,70.0,0.8,22.0,8.0,123.0,28.0,45.0,良,O3,25.417,31.0,20.0,81.917,156.0,1.792,21.6,1,1,,1,113.7634340000,23.0430240000
2021-05-03,东莞,39.0,0.6,22.0,7.0,78.0,15.0,25.0,优,,23.042,26.0,20.0,86.458,87.0,2.542,6.8,1,1,,1,113.7634340000,23.0430240000
2021-05-04,东莞,42.0,0.6,19.0,7.0,83.0,12.0,27.0,优,,25.708,30.0,23.0,83.667,158.0,2.667,34.5,1,1,,1,113.7634340000,23.0430240000
2021-05-05,东莞,61.0,0.7,28.0,8.0,113.0,17.0,30.0,良,O3,26.375,30.0,23.0,78.25,180.0,1.458,1.0,1,1,,1,113.7634340000,23.0430240000
2021-05-06,东莞,94.0,0.6,18.0,7.0,152.0,20.0,44.0,良,O3,26.542,30.0,24.0,74.333,151.0,2.667,0.0,1,1,,1,113.7634340000,23.0430240000
2021-05-07,东莞,110.0,0.6,27.0,8.0,170.0,24.0,48.0,轻度污染,O3,27.25,32.0,24.0,76.625,206.0,2.042,0.0,1,1,,1,113.7634340000,23.0430240000
2021-01-01,中山,52.0,0.5,41.0,7.0,64.0,23.0,43.0,良,NO2,9.346,14.0,6.0,36.769,100.0,1.577,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-02,中山,75.0,0.6,60.0,7.0,86.0,37.0,62.0,良,NO2,10.846,17.0,6.0,47.154,136.0,1.308,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-03,中山,100.0,0.8,80.0,8.0,71.0,49.0,86.0,良,NO2,14.231,20.0,8.0,55.385,183.0,1.231,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-04,中山,101.0,0.8,81.0,11.0,82.0,48.0,89.0,轻度污染,NO2,17.423,20.0,15.0,45.769,82.0,1.192,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-05,中山,101.0,0.8,81.0,10.0,89.0,50.0,90.0,轻度污染,NO2,17.731,22.0,14.0,48.962,133.0,1.231,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-06,中山,80.0,0.7,64.0,10.0,110.0,53.0,84.0,良,NO2,15.538,19.0,14.0,55.885,85.0,1.538,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-07,中山,72.0,0.7,44.0,6.0,41.0,52.0,76.0,良,PM2.5,13.077,15.0,8.0,62.308,33.0,2.231,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-08,中山,48.0,0.6,30.0,4.0,41.0,30.0,48.0,优,,7.077,9.0,5.0,54.692,56.0,2.5,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-09,中山,57.0,0.4,45.0,8.0,43.0,18.0,50.0,良,NO2,8.808,11.0,7.0,32.346,84.0,1.769,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-10,中山,60.0,0.4,48.0,9.0,44.0,27.0,54.0,良,NO2,11.231,13.0,10.0,33.692,66.0,1.808,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-11,中山,44.0,0.4,33.0,6.0,50.0,25.0,44.0,优,,8.538,10.0,8.0,40.538,144.0,2.346,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-12,中山,68.0,0.6,54.0,8.0,66.0,40.0,68.0,良,NO2,9.154,15.0,6.0,38.885,148.0,1.846,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-13,中山,101.0,0.8,82.0,7.0,70.0,50.0,83.0,轻度污染,NO2,10.423,18.0,4.0,45.385,170.0,1.308,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-14,中山,105.0,0.8,89.0,8.0,142.0,76.0,103.0,轻度污染,NO2,13.308,21.0,7.0,52.154,118.0,1.192,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-15,中山,98.0,0.8,78.0,5.0,137.0,54.0,86.0,良,NO2,15.769,23.0,10.0,64.846,154.0,1.269,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-16,中山,70.0,0.7,54.0,5.0,123.0,46.0,76.0,良,O3,16.769,23.0,12.0,68.654,112.0,1.654,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-17,中山,81.0,0.7,38.0,7.0,106.0,54.0,111.0,良,PM10,15.577,18.0,12.0,52.115,124.0,2.154,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-18,中山,73.0,0.6,51.0,8.0,78.0,39.0,95.0,良,PM10,12.423,17.0,10.0,42.654,61.0,1.654,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-19,中山,75.0,0.7,60.0,4.0,106.0,44.0,86.0,良,NO2,14.231,20.0,8.0,55.731,112.0,1.462,0.0,1,1,,1,113.4220600000,22.5451780000
2021-01-20,中山,93.0,0.7,74.0,5.0,90.0,56.0,94.0,良,NO2,17.846,22.0,13.0,65.038,89.0,1.231,0.0,1,1,,1,113.4220600000,22.5451780000
