,aqi,cityname,time,co,no2,so2,o3_8h,pm2_5,pm10,wda_max,wda_mean,wda_min,temp_max,temp_mean,temp_min,dswrf_max,dswrf_mean,dswrf_min,humi_max,humi_mean,humi_min,apcp_max,apcp_mean,apcp_min
0,36.0,云浮,2017-06-21,0.7,22.0,6.0,53.0,13.0,34.0,190.0,180.0,170.0,31.0,30.4,30.0,726.0,650.2,589.0,80.0,75.4,72.0,5.0,3.0,1.0
1,41.0,云浮,2017-06-22,0.8,18.0,6.0,45.0,14.0,34.0,185.0,177.0,170.0,30.0,29.8,29.0,537.0,497.4,439.0,71.0,70.4,70.0,0.0,0.0,0.0
2,32.0,云浮,2017-06-23,0.6,11.0,6.0,48.0,13.0,28.0,175.0,173.0,170.0,32.0,31.6,31.0,848.0,743.2,647.0,74.0,67.6,65.0,2.0,1.0,0.0
3,27.0,云浮,2017-06-24,0.6,10.0,6.0,54.0,10.0,24.0,185.0,180.0,175.0,33.0,32.0,31.0,860.0,704.8,563.0,73.0,67.6,63.0,2.0,0.8,0.0
4,28.0,云浮,2017-06-25,0.6,8.0,6.0,56.0,10.0,24.0,200.0,199.0,195.0,32.0,32.0,32.0,718.0,647.8,593.0,66.0,64.2,62.0,2.0,1.0,0.0
5,27.0,云浮,2017-06-26,0.6,10.0,6.0,54.0,12.0,24.0,200.0,197.0,190.0,33.0,32.4,32.0,868.0,754.6,649.0,71.0,64.0,59.0,5.0,1.6,0.0
6,25.0,云浮,2017-06-27,0.5,6.0,6.0,50.0,10.0,24.0,200.0,194.0,190.0,32.0,31.4,31.0,529.0,517.2,510.0,66.0,64.4,62.0,0.0,0.0,0.0
7,27.0,云浮,2017-06-28,0.7,8.0,7.0,55.0,11.0,22.0,195.0,188.0,180.0,32.0,31.8,31.0,603.0,567.0,479.0,71.0,62.6,57.0,5.0,1.2,0.0
8,28.0,云浮,2017-06-29,0.6,10.0,8.0,56.0,10.0,20.0,180.0,175.0,170.0,32.0,31.8,31.0,812.0,698.0,583.0,65.0,61.8,59.0,1.0,0.6,0.0
9,26.0,云浮,2017-06-30,0.7,12.0,8.0,52.0,12.0,24.0,170.0,168.0,165.0,33.0,32.0,31.0,870.0,734.8,604.0,64.0,60.0,58.0,1.0,0.4,0.0
10,27.0,云浮,2017-07-01,0.6,8.0,7.0,55.0,12.0,19.0,185.0,184.0,180.0,31.0,30.6,30.0,592.0,548.6,481.0,79.0,71.2,65.0,4.0,1.8,0.0
11,31.0,云浮,2017-07-02,0.7,14.0,8.0,53.0,13.0,28.0,195.0,152.0,100.0,30.0,29.2,28.0,486.0,390.8,245.0,84.0,76.2,67.0,5.0,2.8,0.0
12,27.0,云浮,2017-07-03,0.7,22.0,7.0,40.0,10.0,23.0,120.0,109.0,100.0,26.0,24.6,24.0,158.0,61.2,26.0,99.0,97.4,93.0,7.0,3.8,0.0
13,30.0,云浮,2017-07-04,0.8,22.0,8.0,45.0,16.0,28.0,130.0,124.0,110.0,30.0,28.2,25.0,839.0,434.8,98.0,92.0,77.2,70.0,0.0,0.0,0.0
14,50.0,云浮,2017-07-05,0.8,24.0,11.0,101.0,28.0,40.0,120.0,120.0,120.0,31.0,30.8,30.0,822.0,757.0,702.0,74.0,68.8,66.0,2.0,1.0,0.0
15,31.0,云浮,2017-07-06,0.7,24.0,10.0,60.0,16.0,28.0,115.0,107.0,100.0,30.0,30.0,30.0,820.0,743.4,687.0,75.0,73.6,72.0,2.0,1.4,1.0
16,28.0,云浮,2017-07-07,0.7,22.0,8.0,53.0,13.0,26.0,145.0,129.0,115.0,31.0,30.2,30.0,660.0,632.2,584.0,77.0,73.2,70.0,3.0,1.6,1.0
17,27.0,云浮,2017-07-08,0.7,14.0,7.0,43.0,12.0,26.0,160.0,152.0,140.0,30.0,29.4,29.0,794.0,673.6,598.0,80.0,76.2,72.0,4.0,2.0,0.0
18,32.0,云浮,2017-07-09,0.7,15.0,8.0,46.0,14.0,31.0,175.0,175.0,175.0,32.0,31.8,31.0,860.0,765.4,683.0,62.0,60.6,59.0,0.0,0.0,0.0
19,32.0,云浮,2017-07-10,0.7,14.0,8.0,53.0,12.0,30.0,175.0,174.0,170.0,32.0,32.0,32.0,788.0,688.6,621.0,61.0,59.8,58.0,0.0,0.0,0.0
20,36.0,云浮,2017-07-11,0.6,15.0,8.0,50.0,14.0,34.0,145.0,142.0,140.0,32.0,31.8,31.0,842.0,746.2,658.0,65.0,60.2,58.0,1.0,0.4,0.0
21,48.0,云浮,2017-07-12,0.8,16.0,10.0,96.0,23.0,44.0,130.0,120.0,110.0,33.0,31.8,31.0,866.0,797.0,735.0,72.0,63.8,57.0,3.0,1.0,0.0
22,52.0,云浮,2017-07-13,0.8,21.0,24.0,75.0,27.0,50.0,125.0,122.0,120.0,33.0,32.6,32.0,835.0,792.8,742.0,63.0,56.6,53.0,1.0,0.2,0.0
23,53.0,云浮,2017-07-14,0.9,26.0,13.0,84.0,23.0,54.0,120.0,115.0,110.0,32.0,31.6,31.0,870.0,799.6,734.0,70.0,64.2,59.0,2.0,0.8,0.0
24,78.0,云浮,2017-07-15,0.8,30.0,14.0,134.0,26.0,50.0,110.0,100.0,90.0,32.0,31.4,31.0,870.0,788.0,710.0,65.0,63.8,62.0,1.0,1.0,1.0
25,32.0,云浮,2017-07-16,0.7,26.0,12.0,48.0,16.0,25.0,110.0,104.0,100.0,31.0,30.6,30.0,854.0,771.8,695.0,71.0,68.0,67.0,2.0,1.2,1.0
26,30.0,云浮,2017-07-17,0.8,24.0,14.0,32.0,11.0,24.0,100.0,92.0,85.0,30.0,29.6,29.0,818.0,753.0,702.0,84.0,78.4,71.0,7.0,4.0,2.0
27,20.0,云浮,2017-07-18,0.7,17.0,8.0,38.0,8.0,18.0,115.0,112.0,105.0,28.0,27.0,26.0,488.0,311.8,245.0,89.0,86.2,81.0,5.0,2.6,0.0
28,25.0,云浮,2017-07-19,0.7,20.0,8.0,51.0,10.0,23.0,145.0,130.0,120.0,27.0,27.0,27.0,322.0,280.4,217.0,85.0,83.0,79.0,1.0,0.6,0.0
29,50.0,云浮,2017-07-20,0.7,22.0,11.0,100.0,16.0,35.0,130.0,121.0,105.0,30.0,29.6,29.0,481.0,432.8,388.0,74.0,70.0,67.0,2.0,0.8,0.0
30,76.0,云浮,2017-07-21,0.9,39.0,17.0,132.0,35.0,74.0,125.0,104.0,90.0,31.0,30.8,30.0,751.0,698.2,615.0,69.0,66.4,65.0,4.0,2.4,1.0
31,76.0,云浮,2017-07-21,0.9,39.0,17.0,132.0,35.0,74.0,125.0,104.0,90.0,31.0,30.8,30.0,751.0,698.2,615.0,69.0,66.4,65.0,4.0,2.4,1.0
32,103.0,云浮,2017-07-22,0.9,36.0,40.0,164.0,47.0,80.0,110.0,97.0,85.0,33.0,32.8,32.0,791.0,740.0,660.0,59.0,57.8,57.0,2.0,1.0,0.0
33,60.0,云浮,2017-07-23,0.8,34.0,20.0,102.0,40.0,57.0,65.0,54.0,45.0,33.0,31.0,29.0,801.0,753.4,666.0,80.0,69.6,57.0,7.0,4.4,2.0
34,56.0,云浮,2017-07-24,0.7,26.0,11.0,108.0,18.0,31.0,130.0,121.0,110.0,30.0,29.8,29.0,821.0,708.2,592.0,78.0,76.8,76.0,9.0,5.0,2.0
35,115.0,云浮,2017-07-25,0.8,30.0,14.0,177.0,32.0,56.0,110.0,102.0,95.0,33.0,32.6,32.0,782.0,736.8,708.0,62.0,60.6,59.0,1.0,0.4,0.0
36,65.0,云浮,2017-07-26,0.8,28.0,14.0,118.0,29.0,52.0,105.0,97.0,90.0,35.0,34.6,34.0,789.0,687.0,489.0,54.0,51.0,49.0,0.0,0.0,0.0
37,132.0,云浮,2017-07-27,0.9,36.0,14.0,196.0,48.0,77.0,70.0,57.0,45.0,36.0,35.0,34.0,846.0,751.2,579.0,52.0,47.2,44.0,0.0,0.0,0.0
