,aqi,cityname,time,co,no2,so2,o3_8h,pm2_5,pm10,wda_max,wda_mean,wda_min,temp_max,temp_mean,temp_min,dswrf_max,dswrf_mean,dswrf_min,humi_max,humi_mean,humi_min,apcp_max,apcp_mean,apcp_min
0,32.0,阳江,2017-06-21,1.0,12.0,6.0,65.0,18.0,30.0,200.0,197.0,195.0,32.0,31.8,31.0,856.0,794.8,739.0,66.0,62.4,60.0,2.0,1.2,0.0
1,30.0,阳江,2017-06-22,0.9,4.0,4.0,58.0,16.0,29.0,180.0,180.0,180.0,29.0,29.0,29.0,658.0,525.6,406.0,85.0,80.6,78.0,11.0,6.4,0.0
2,23.0,阳江,2017-06-23,0.8,4.0,4.0,47.0,8.0,16.0,180.0,179.0,175.0,31.0,30.4,30.0,851.0,779.8,712.0,79.0,74.6,72.0,6.0,3.2,0.0
3,30.0,阳江,2017-06-24,0.7,4.0,4.0,60.0,8.0,20.0,190.0,187.0,185.0,31.0,31.0,31.0,858.0,785.2,714.0,71.0,69.2,67.0,1.0,0.6,0.0
4,30.0,阳江,2017-06-25,0.7,3.0,4.0,61.0,8.0,22.0,205.0,201.0,200.0,32.0,31.4,31.0,840.0,781.8,729.0,67.0,64.0,62.0,0.0,0.0,0.0
5,26.0,阳江,2017-06-26,0.7,3.0,4.0,53.0,10.0,22.0,200.0,196.0,195.0,32.0,31.4,31.0,860.0,780.8,704.0,71.0,69.0,68.0,1.0,0.6,0.0
6,24.0,阳江,2017-06-27,0.7,4.0,6.0,49.0,10.0,22.0,200.0,196.0,195.0,32.0,31.4,31.0,708.0,668.6,624.0,74.0,69.2,67.0,0.0,0.0,0.0
7,25.0,阳江,2017-06-28,0.7,4.0,6.0,50.0,9.0,18.0,195.0,190.0,185.0,32.0,31.8,31.0,870.0,742.0,616.0,66.0,63.8,62.0,0.0,0.0,0.0
8,25.0,阳江,2017-06-29,0.8,4.0,5.0,51.0,9.0,16.0,185.0,181.0,180.0,31.0,31.0,31.0,870.0,773.8,683.0,69.0,67.8,67.0,4.0,2.2,0.0
9,22.0,阳江,2017-06-30,0.8,5.0,5.0,44.0,10.0,15.0,180.0,179.0,175.0,32.0,31.2,31.0,870.0,790.0,718.0,67.0,64.2,63.0,2.0,1.2,0.0
10,28.0,阳江,2017-07-01,0.8,5.0,5.0,56.0,10.0,18.0,190.0,190.0,190.0,31.0,31.0,31.0,712.0,663.0,567.0,68.0,64.4,62.0,0.0,0.0,0.0
11,30.0,阳江,2017-07-02,0.8,6.0,6.0,61.0,13.0,25.0,200.0,193.0,190.0,33.0,32.2,32.0,854.0,756.2,693.0,63.0,59.6,58.0,2.0,1.0,0.0
12,30.0,阳江,2017-07-03,1.0,12.0,6.0,60.0,12.0,18.0,135.0,122.0,105.0,28.0,26.6,26.0,201.0,121.0,86.0,93.0,90.2,85.0,3.0,1.4,0.0
13,24.0,阳江,2017-07-04,0.9,13.0,6.0,49.0,6.0,13.0,120.0,112.0,100.0,30.0,29.4,28.0,567.0,416.0,269.0,78.0,72.2,69.0,1.0,0.6,0.0
14,28.0,阳江,2017-07-05,1.2,18.0,6.0,50.0,12.0,19.0,130.0,128.0,125.0,31.0,31.0,31.0,850.0,783.0,720.0,66.0,65.0,63.0,2.0,1.4,1.0
15,27.0,阳江,2017-07-06,1.1,16.0,4.0,45.0,12.0,18.0,140.0,135.0,130.0,32.0,31.6,31.0,860.0,786.4,722.0,63.0,62.6,62.0,2.0,1.0,0.0
16,27.0,阳江,2017-07-07,1.0,9.0,4.0,54.0,8.0,16.0,185.0,179.0,175.0,32.0,31.2,31.0,860.0,786.2,718.0,64.0,62.8,61.0,4.0,2.2,0.0
17,26.0,阳江,2017-07-08,0.9,6.0,3.0,52.0,11.0,23.0,180.0,173.0,170.0,30.0,29.0,28.0,666.0,532.0,449.0,84.0,76.8,70.0,9.0,5.2,0.0
