,aqi,cityname,time,co,no2,so2,o3_8h,pm2_5,pm10,wda_max,wda_mean,wda_min,temp_max,temp_mean,temp_min,dswrf_max,dswrf_mean,dswrf_min,humi_max,humi_mean,humi_min,apcp_max,apcp_mean,apcp_min
0,42.0,肇庆,2021-01-01,0.4,33.0,10.0,65.0,25.0,41.0,45,36,30,16,15.4,14,620,555.6,496,21,19.4,18,0,0,0
1,53.0,肇庆,2021-01-02,0.5,42.0,10.0,64.0,29.0,45.0,85,74,65,19,17.8,16,621,558.2,499,19,18.2,18,0,0,0
2,64.0,肇庆,2021-01-03,0.6,51.0,10.0,57.0,33.0,56.0,70,57,50,22,21.4,20,610,548.2,490,22,21.2,21,0,0,0
3,57.0,肇庆,2021-01-04,0.6,45.0,13.0,74.0,36.0,59.0,95,80,60,20,19.0,17,448,300.6,160,33,29.0,27,0,0,0
4,59.0,肇庆,2021-01-05,0.7,44.0,12.0,91.0,42.0,65.0,50,44,35,21,20.4,19,301,232.4,169,35,33.0,32,0,0,0
5,92.0,肇庆,2021-01-06,0.8,38.0,12.0,89.0,68.0,89.0,65,61,60,18,16.8,15,521,324.6,152,40,37.6,36,0,0,0
6,93.0,肇庆,2021-01-07,1.1,32.0,8.0,58.0,69.0,81.0,30,29,25,12,11.8,11,121,93.0,67,49,48.6,48,0,0,0
7,28.0,肇庆,2021-01-08,0.6,22.0,4.0,38.0,19.0,24.0,360,78,0,8,7.4,7,198,157.4,109,45,44.0,42,0,0,0
8,31.0,肇庆,2021-01-09,0.5,23.0,6.0,50.0,18.0,31.0,55,52,45,13,11.6,10,621,446.0,366,15,14.4,14,0,0,0
9,38.0,肇庆,2021-01-10,0.5,27.0,11.0,47.0,22.0,38.0,55,36,10,11,10.6,10,72,67.6,59,20,20.0,20,0,0,0
10,42.0,肇庆,2021-01-11,0.5,25.0,7.0,49.0,29.0,40.0,15,10,5,9,7.6,6,191,113.2,40,63,45.6,38,0,0,0
11,43.0,肇庆,2021-01-12,0.5,34.0,7.0,75.0,23.0,39.0,355,145,5,17,16.2,14,677,596.8,520,14,12.0,11,0,0,0
12,63.0,肇庆,2021-01-13,0.7,50.0,12.0,63.0,33.0,54.0,100,84,70,21,20.4,19,657,581.2,510,13,10.8,10,0,0,0
13,83.0,肇庆,2021-01-14,0.8,66.0,18.0,90.0,51.0,79.0,210,183,125,22,21.4,20,560,481.8,433,10,9.4,9,0,0,0
14,103.0,肇庆,2021-01-15,1.0,85.0,17.0,142.0,76.0,106.0,150,134,105,26,25.0,23,650,563.4,485,22,19.4,18,0,0,0
15,110.0,肇庆,2021-01-16,1.0,87.0,16.0,158.0,83.0,116.0,60,54,45,21,20.0,19,162,139.4,93,48,44.8,43,0,0,0
16,87.0,肇庆,2021-01-17,0.9,45.0,12.0,89.0,64.0,118.0,360,216,5,17,16.4,16,575,484.6,408,35,33.2,32,0,0,0
17,71.0,肇庆,2021-01-18,0.7,37.0,9.0,87.0,42.0,92.0,75,39,10,20,19.0,17,660,573.8,499,23,22.4,22,0,0,0
18,80.0,肇庆,2021-01-19,0.8,64.0,13.0,108.0,58.0,99.0,115,111,105,21,20.4,19,661,580.2,500,27,26.2,26,0,0,0
19,102.0,肇庆,2021-01-20,0.9,84.0,18.0,85.0,76.0,120.0,95,88,75,21,19.8,18,434,254.0,137,46,43.2,39,0,0,0
20,62.0,肇庆,2021-01-21,0.7,49.0,8.0,49.0,38.0,48.0,100,76,50,23,20.6,18,529,299.0,158,85,72.4,62,0,0,0
21,45.0,肇庆,2021-01-22,0.6,36.0,7.0,65.0,13.0,17.0,140,115,100,28,27.0,25,549,453.8,345,54,47.8,45,0,0,0
22,55.0,肇庆,2021-01-23,0.8,36.0,7.0,98.0,39.0,50.0,85,50,5,27,26.2,24,670,576.6,490,41,36.4,31,0,0,0
23,77.0,肇庆,2021-01-24,0.8,43.0,9.0,92.0,56.0,72.0,150,140,115,25,23.8,22,584,501.2,427,51,46.6,42,0,0,0
