,aqi,cityname,time,co,no2,so2,o3_8h,pm2_5,pm10,wda_max,wda_mean,wda_min,temp_max,temp_mean,temp_min,dswrf_max,dswrf_mean,dswrf_min,humi_max,humi_mean,humi_min,apcp_max,apcp_mean,apcp_min
0,40.0,湛江,2017-06-21,0.8,18.0,11.0,81.0,16.0,32.0,225.0,218.0,200.0,31.0,30.6,30.0,597.0,541.2,450.0,74.0,70.2,67.0,5.0,2.6,0.0
1,36.0,湛江,2017-06-22,0.8,10.0,8.0,68.0,16.0,36.0,150.0,145.0,140.0,31.0,31.0,31.0,594.0,554.2,518.0,76.0,73.2,72.0,7.0,3.6,0.0
2,29.0,湛江,2017-06-23,0.7,7.0,6.0,59.0,11.0,24.0,145.0,138.0,135.0,32.0,31.0,30.0,870.0,795.2,725.0,79.0,75.0,72.0,2.0,0.8,0.0
3,35.0,湛江,2017-06-24,0.8,10.0,6.0,71.0,10.0,24.0,155.0,147.0,140.0,32.0,31.8,31.0,859.0,791.6,726.0,75.0,72.4,71.0,3.0,1.6,1.0
4,36.0,湛江,2017-06-25,0.7,12.0,8.0,73.0,12.0,24.0,205.0,181.0,145.0,33.0,32.4,32.0,870.0,791.8,721.0,66.0,64.6,63.0,4.0,2.4,1.0
5,40.0,湛江,2017-06-26,0.7,10.0,8.0,80.0,11.0,30.0,165.0,155.0,150.0,33.0,32.8,32.0,804.0,724.4,623.0,68.0,64.4,62.0,0.0,0.0,0.0
6,33.0,湛江,2017-06-27,0.7,11.0,9.0,67.0,12.0,29.0,165.0,149.0,135.0,33.0,32.4,31.0,689.0,637.2,527.0,67.0,64.8,63.0,0.0,0.0,0.0
7,30.0,湛江,2017-06-28,0.7,10.0,8.0,60.0,9.0,25.0,155.0,143.0,135.0,32.0,31.6,31.0,777.0,687.4,603.0,75.0,69.6,66.0,4.0,1.6,0.0
8,27.0,湛江,2017-06-29,0.7,8.0,7.0,55.0,9.0,22.0,150.0,147.0,145.0,32.0,31.2,30.0,844.0,775.4,713.0,74.0,69.4,66.0,3.0,1.4,0.0
9,28.0,湛江,2017-06-30,0.7,8.0,6.0,56.0,10.0,22.0,155.0,151.0,145.0,32.0,31.4,31.0,870.0,791.2,718.0,71.0,68.8,67.0,6.0,2.8,0.0
