time,predict_value1,predict_value2,real
2021-01-01,86.30038028243663,98.48438360329939,87.0
2021-01-02,98.10990236498687,95.91643459799049,96.0
2021-01-03,94.45275513401903,83.7905784132586,110.0
2021-01-04,108.28676061014079,95.33259629155336,108.0
2021-01-05,99.14907866541006,93.61050155186553,112.0
2021-01-06,89.00199491890264,84.23819301439872,96.0
2021-01-07,75.19347729363103,62.158590166672084,42.0
2021-01-08,68.01418344903213,70.76817547158603,51.0
2021-01-09,75.4313339666235,78.3823340394657,71.0
2021-01-10,66.36142113179083,69.22172079253995,60.0
2021-01-11,60.10723915512059,55.318963472044274,52.0
2021-01-12,79.10516983339785,87.8227305045191,84.0
2021-01-13,97.55042486907868,98.21427943081697,106.0
2021-01-14,112.17467250737346,111.53651085910445,130.0
2021-01-15,117.26802976480582,116.2371417321935,132.0
2021-01-16,126.47610652592363,112.54390618783415,122.0
2021-01-17,99.99929910401804,100.6531797301313,112.0
2021-01-18,116.80595299329305,108.16079232231654,116.0
2021-01-19,123.22655430030706,121.36585701622344,110.0
2021-01-20,101.17907800683713,98.89788212294502,124.0
2021-01-21,124.09463431971156,123.6499419336897,146.0
2021-01-22,134.9268711924956,128.38067010999507,156.0
2021-01-23,127.53754915986678,111.67679080856409,86.0
2021-01-24,90.7613512839625,97.68431150868814,120.0
2021-01-25,111.63472328578065,98.32117813496359,136.0
2021-01-26,120.18181818757336,115.7729235391001,166.0
2021-01-27,117.13270739558459,91.3466085928,132.0
2021-01-28,106.81900624729792,96.69605599568074,90.0
2021-01-29,102.37149909327013,109.22655158797036,132.0
2021-01-30,111.84122908282252,109.44552021835258,114.0
2021-01-31,115.96308175732717,112.76400702949087,108.0
2021-02-01,115.54197863364395,124.02648730691762,125.0
2021-02-02,122.07246102106699,115.86160343859464,124.0
2021-02-03,124.24855983013946,118.79432769303764,128.0
2021-02-04,124.1979246424705,114.91556589657024,122.0
2021-02-05,123.17375314311928,116.95509472571855,128.0
2021-02-06,139.68391810665324,129.97049468656988,155.0
2021-02-07,133.8715938867626,118.89416666569063,143.0
2021-02-08,119.71434316928465,108.48694566275111,127.0
2021-02-09,93.65904153114545,96.5637224317094,102.0
2021-02-10,58.35572215215591,57.930533602123155,68.0
2021-02-11,55.82655937536253,52.18518006738676,54.0
2021-02-12,73.28577815714443,80.34039834788155,78.0
2021-02-13,92.21323764445826,92.96958423259278,90.0
2021-02-14,98.52308213491601,98.22389844219553,94.0
2021-02-15,116.51073262122614,115.78318971870844,99.0
2021-02-16,110.07284685325789,108.82215441814591,116.0
2021-02-17,83.81799150379491,78.43664789150345,92.0
2021-02-18,113.28225240025066,116.41983666363949,114.0
2021-02-19,117.98909689639154,111.43620980436178,130.0
2021-02-20,135.97703238811667,125.8044369808255,144.0
2021-02-21,137.25621157049585,136.42044623068597,128.0
2021-02-22,133.52852467769696,135.5959141579726,132.0
2021-02-23,140.86218602628182,136.55124896294404,142.0
2021-02-24,118.10015514118841,113.34472671087347,122.0
2021-02-25,94.62732670744907,106.1086522663453,108.0
2021-02-26,88.72291603250984,97.05675565207237,112.0
2021-02-27,99.67198458274565,92.8008268523955,74.0
2021-02-28,93.27718543076159,102.11103969800492,114.0
2021-03-01,101.13239264469163,77.24984793489729,141.0
2021-03-02,113.58205973730244,91.70905788730731,60.0
2021-03-03,91.0700145146816,108.45258007142222,80.0
2021-03-04,54.90798689924198,48.51375923145601,38.0
2021-03-05,64.5407619383564,69.65185759522417,58.0
2021-03-06,92.91352813755003,85.11294248480469,45.0
2021-03-07,65.52923958947504,73.57186049945555,56.0
2021-03-08,78.79490210702133,74.4276687472912,108.0
2021-03-09,107.01939104092011,100.88642181301354,96.0
2021-03-10,114.60882668236357,113.80298544820165,120.0
2021-03-11,120.90154513308283,114.87025455870612,156.0
2021-03-12,137.1790055761421,114.9101385229555,156.0
2021-03-13,109.27071382200701,100.84476191815929,136.0
2021-03-14,117.0358393371966,108.3014030655598,140.0
2021-03-15,133.35912813671325,128.24208314638744,150.0
2021-03-16,141.09721252390807,124.52274866164971,136.0
2021-03-17,118.64199191840098,112.06626479235678,104.0
2021-03-18,97.88119294751975,108.36467068569897,122.0
2021-03-19,104.00488132345929,91.42659945516446,118.0
2021-03-20,121.51193183112318,115.34313080279219,135.0
2021-03-21,89.95291695967533,74.25257144853092,59.0
2021-03-22,52.31468618198837,58.08741347536561,62.0
2021-03-23,112.33531599223406,120.32042759165233,80.0
2021-03-24,117.1987181521046,122.82721990915275,145.0
2021-03-25,155.1274097952517,151.6866663567161,139.0
2021-03-26,145.38475337619008,137.54696487073446,130.0
2021-03-27,126.68144970659559,119.86943711222328,136.0
2021-03-28,140.77093194862678,130.051026303967,158.0
2021-03-29,119.46192487493289,106.60091214419393,86.0
2021-03-30,122.39456390475694,134.363987399274,90.0
2021-03-31,95.23591070549365,113.84226331785969,73.0
2021-04-01,104.00774143567854,127.58148934348094,64.0
2021-04-02,106.28562741224457,131.76856005647724,76.0
2021-04-03,88.64670641460373,91.12786634473436,86.0
2021-04-04,67.27001030681171,65.15910324815175,102.0
2021-04-05,68.18148868694638,70.75886187107012,106.0
2021-04-06,101.77261715828264,104.71741721758481,156.0
2021-04-07,139.0674574404386,114.65709360821438,141.0
2021-04-08,104.09838308706937,97.85705545769048,126.0
2021-04-09,80.9291653087486,89.56417017288548,126.0
2021-04-10,149.0963705152509,136.111945031134,149.0
2021-04-11,140.3267825393435,137.8098497839489,169.0
2021-04-12,142.20833329098798,126.67961722931517,124.0
2021-04-13,116.99881992050771,124.7729542850451,149.0
