time,predict_value1,predict_value2,real
2021-01-01,81.58372597282332,94.32020812811948,97.0
2021-01-02,115.97344860281827,106.39549234294894,107.0
2021-01-03,109.50908009900031,108.40187797358583,117.0
2021-01-04,102.85195595316104,100.07915811238527,104.0
2021-01-05,89.59754266311893,86.79872125917426,104.0
2021-01-06,80.35072466810475,66.9458073945605,110.0
2021-01-07,58.98714545050273,55.89299952717977,73.0
2021-01-08,51.89659297744557,51.42713302544667,34.0
2021-01-09,57.676156102240455,61.4131913908927,47.0
2021-01-10,67.79909847788103,66.31350586035876,47.0
2021-01-11,40.30069997226763,42.9912640996172,44.0
2021-01-12,74.39372410304618,80.58113775498865,90.0
2021-01-13,90.93740040660026,77.64523377548454,97.0
2021-01-14,91.04598367210872,86.44417093308309,132.0
2021-01-15,127.65425279497249,116.8492516100442,114.0
2021-01-16,79.69327912054959,79.32663479003892,144.0
2021-01-17,130.66388719590904,103.18088817419036,118.0
2021-01-18,110.5976590587691,116.42804559254813,120.0
2021-01-19,131.5394941234279,117.99908863612785,124.0
2021-01-20,82.05631921674683,88.77083845387918,80.0
2021-01-21,82.27118539870132,85.72401398665518,54.0
2021-01-22,80.16124215589089,81.75812905288747,91.0
2021-01-23,113.32993953099464,96.72560978492484,112.0
2021-01-24,101.95695270375111,98.38156963664382,113.0
2021-01-25,103.8952161600971,99.23692855431234,100.0
2021-01-26,85.63236334670627,91.33131258693216,113.0
2021-01-27,108.89082958620178,103.90246387412716,141.0
2021-01-28,111.32631206538665,90.1181096756105,135.0
2021-01-29,137.15990301204405,117.43138998276068,129.0
2021-01-30,130.42888270754625,121.27225054774169,118.0
2021-01-31,124.8975956465055,113.73922882870092,122.0
2021-02-01,111.85525611180886,106.30090362629214,94.0
2021-02-02,107.8918280735023,125.04440203271247,103.0
2021-02-03,108.47072272801073,110.03409995753034,112.0
2021-02-04,124.14784140445596,113.93744164525054,118.0
2021-02-05,128.32814156949578,120.23482224999258,111.0
2021-02-06,123.91341241125602,123.61986117707129,110.0
2021-02-07,120.15499228206235,123.62545772944134,110.0
2021-02-08,76.5589295068983,91.10301054425908,105.0
2021-02-09,71.92855698989594,80.80987556005718,87.0
2021-02-10,51.21653817170816,53.295042765746636,50.0
2021-02-11,59.969413379379944,74.74723310988391,92.0
2021-02-12,86.09818390599818,69.69433851063907,86.0
2021-02-13,110.7597499851554,101.84187997463074,92.0
2021-02-14,112.33858077806286,101.36667944346274,112.0
2021-02-15,120.30104485315196,113.99104069583531,118.0
2021-02-16,101.88616452635057,105.04177010425677,115.0
2021-02-17,108.30902230469339,101.17965717508535,105.0
2021-02-18,123.06395337009671,115.47207471060084,118.0
2021-02-19,135.2727201643126,121.37749872064055,122.0
2021-02-20,126.24404768382618,115.38291131254013,145.0
2021-02-21,122.64803032497184,105.2697623186403,131.0
2021-02-22,128.24323264442464,115.0775861115449,118.0
2021-02-23,128.06322065643624,139.33588878766662,134.0
2021-02-24,112.45069902539248,104.31058333381965,99.0
2021-02-25,76.42878194566387,86.44661873475384,82.0
2021-02-26,65.5308574366248,64.56270603899947,61.0
2021-02-27,44.07399747107593,57.604785549055464,22.0
2021-02-28,45.639305227531736,69.12853558750199,87.0
2021-03-01,79.05698236028061,60.672603065614105,67.0
2021-03-02,79.92751764419879,85.08448489584549,45.0
2021-03-03,58.98594447104301,76.39003805253971,64.0
2021-03-04,54.39289302460257,52.085885787888216,38.0
2021-03-05,53.205272443591376,59.493051540321645,58.0
2021-03-06,58.77758857252905,44.611365731994354,55.0
2021-03-07,70.66326089702406,87.01986428859415,59.0
2021-03-08,74.61549651051816,84.1301288718387,91.0
2021-03-09,101.17542136003229,97.87922133906508,98.0
2021-03-10,105.7038062636195,103.35227821795846,97.0
2021-03-11,84.21014587688646,88.83543878489992,89.0
2021-03-12,106.47075330089221,113.40937752657867,101.0
2021-03-13,92.41525094175049,90.33372852475054,107.0
2021-03-14,103.90002613604506,107.02699093529823,121.0
2021-03-15,117.1084651090093,106.00492461667216,106.0
2021-03-16,95.5621910193819,93.17014034024574,90.0
2021-03-17,94.01715252428173,96.30729391667434,75.0
2021-03-18,76.79324087590021,91.7387252904921,63.0
2021-03-19,62.83810128479789,73.69528335378418,50.0
2021-03-20,55.75856250324506,81.7373751975583,64.0
2021-03-21,61.32984284001041,57.16777516822597,41.0
2021-03-22,45.44845140016502,57.05204787630285,61.0
2021-03-23,64.62045481428694,69.45833704335438,61.0
2021-03-24,100.2961224000512,100.61258228752006,74.0
2021-03-25,103.9335197531793,108.85235026237505,147.0
2021-03-26,129.29838752829806,101.51272770233149,113.0
2021-03-27,88.59033322757858,80.09857703611247,79.0
2021-03-28,66.43937466375675,73.15129187554876,52.0
2021-03-29,51.554819301715334,60.567560074658225,62.0
2021-03-30,76.30009308733916,81.77854852230637,67.0
2021-03-31,55.28679832308138,55.93002270352013,47.0
2021-04-01,51.01656914944982,62.70963112674939,41.0
2021-04-02,43.78106129444454,53.20950265126812,37.0
2021-04-03,48.660758439686795,57.51494282711546,49.0
2021-04-04,53.17160763263426,71.99771168047212,118.0
2021-04-05,85.28990145509,52.08542507244776,120.0
2021-04-06,113.15558873897297,97.15972122140214,141.0
2021-04-07,124.01644454538572,98.15799297280546,125.0
2021-04-08,125.3460227855403,98.34575421597192,88.0
2021-04-09,71.07969546262926,82.30025712934322,83.0
2021-04-10,92.00478810068913,98.44382312360011,128.0
2021-04-11,134.46015792065967,127.62939905528218,108.0
2021-04-12,103.53615674227497,106.41736166582916,83.0
2021-04-13,77.49131302616928,92.95248317093808,72.0
