time,predict_value1,predict_value2,real
2021-01-01,92.40064079062229,100.05880773283471,75.0
2021-01-02,96.19288082410526,93.65448954707979,79.0
2021-01-03,91.61092995679543,96.37147069293552,122.0
2021-01-04,94.86249457636346,89.00673521073358,80.0
2021-01-05,93.95436728952369,96.90340021536802,116.0
2021-01-06,84.28154898623833,86.78238382082918,100.0
2021-01-07,62.2635649452187,61.882756124606004,54.0
2021-01-08,58.5380787565516,58.73754456247465,44.0
2021-01-09,73.4007310868115,67.33516166689708,49.0
2021-01-10,64.05261710488465,64.01398844939078,54.0
2021-01-11,48.25137795721109,44.81498428845758,48.0
2021-01-12,84.50583661525195,84.55650351074124,70.0
2021-01-13,83.28467839285845,86.81240092503131,93.0
2021-01-14,77.73258493368884,85.68881826287031,128.0
2021-01-15,103.9951470041358,93.2131737366865,105.0
2021-01-16,103.9954846937968,96.33540371123077,104.0
2021-01-17,98.54291398282726,95.20191412126051,122.0
2021-01-18,115.59470570811732,116.58760395501572,101.0
2021-01-19,104.90505253536163,113.11478681504158,98.0
2021-01-20,94.79770238580105,101.96999027075866,80.0
2021-01-21,73.15595726060113,91.29746026713546,115.0
2021-01-22,108.0094914548297,99.05589705886852,81.0
2021-01-23,101.84992925089686,107.71584034148461,143.0
2021-01-24,112.29041919906787,97.8531407508253,112.0
2021-01-25,103.87420425218265,107.52138253767286,122.0
2021-01-26,107.58758186206059,105.39176708268889,145.0
2021-01-27,115.9738638314336,92.83182015276823,120.0
2021-01-28,94.10604466975393,109.45530496295254,121.0
2021-01-29,114.02533994723301,119.2943562807052,124.0
2021-01-30,131.85320712866894,115.18262590346589,118.0
2021-01-31,117.81643941516025,115.76264564030501,109.0
2021-02-01,107.33994921139453,103.73505976886304,93.0
2021-02-02,118.67349314740851,127.748393004887,178.0
2021-02-03,130.9617687376842,107.19829167812357,123.0
2021-02-04,127.0718958440014,129.15153859423867,120.0
2021-02-05,115.9259742852659,114.35320227793785,103.0
2021-02-06,115.16164969412922,121.5697369142622,115.0
2021-02-07,111.04729523453582,109.16533675829807,114.0
2021-02-08,99.74539388178667,89.46795253681421,110.0
2021-02-09,98.39441582810649,91.4865173347817,102.0
2021-02-10,50.37602842584052,50.90556523825238,65.0
2021-02-11,84.01763836417042,84.21643987009475,71.0
2021-02-12,105.33315242100613,104.12170011532534,90.0
2021-02-13,99.86673916822481,104.59983058557816,88.0
2021-02-14,79.75858945272132,88.51056400793793,106.0
2021-02-15,127.46002285502257,116.75899561613177,115.0
2021-02-16,111.59629896929835,104.02425749782383,106.0
2021-02-17,110.40878721594214,113.17884232331319,104.0
2021-02-18,124.58859724849157,123.98306385956417,111.0
2021-02-19,115.30974312260298,124.44311435027507,120.0
2021-02-20,118.00517272783193,122.13373075524352,140.0
2021-02-21,126.19951977063911,112.58804130163249,130.0
2021-02-22,127.60234388367388,119.16076568599637,110.0
2021-02-23,111.28753022617957,103.93467535601363,104.0
2021-02-24,92.13344048499152,90.83674450657884,95.0
2021-02-25,88.34960133194079,85.10993195964005,76.0
2021-02-26,69.48314187123086,79.10033021457296,52.0
2021-02-27,49.979512314932364,63.358700344313014,21.0
2021-02-28,51.24554526614774,77.47786257612748,91.0
2021-03-01,80.87429717378376,66.56313828660215,74.0
2021-03-02,91.49387228310391,96.21405166435915,85.0
2021-03-03,91.3481293774713,91.03960643189342,66.0
2021-03-04,68.42507931048135,65.03181131272352,57.0
2021-03-05,63.60121328802531,57.80505371447207,50.0
2021-03-06,73.60676935293318,87.67699724659167,56.0
2021-03-07,63.65485921095979,63.39649597866944,25.0
2021-03-08,63.190581973897764,96.6692635795731,87.0
2021-03-09,92.47377552501383,87.10025737757701,106.0
2021-03-10,101.29013514021229,91.79734041478231,92.0
2021-03-11,90.12981036847411,95.76959011639033,98.0
2021-03-12,98.15942871246847,109.23595476755818,128.0
2021-03-13,110.46145036099983,96.76081129156469,125.0
2021-03-14,107.58041670896222,95.66620372890068,144.0
2021-03-15,111.99682954644223,91.10377502135418,108.0
2021-03-16,91.33213877779305,90.10899401170558,90.0
2021-03-17,79.40961031179246,86.90031213414763,75.0
2021-03-18,75.67495323973111,81.6573052592971,70.0
2021-03-19,68.55738383114792,69.2877906851445,68.0
2021-03-20,73.26686720826642,71.18868165758938,68.0
2021-03-21,69.38197200553587,62.26136807542767,40.0
2021-03-22,88.5125113551668,86.18618469778168,84.0
2021-03-23,109.54749362452209,90.11342346385845,54.0
2021-03-24,98.16701057316584,107.55507245937362,129.0
2021-03-25,116.99436201242851,107.88898679173933,128.0
2021-03-26,105.48740265560859,107.79451323845738,104.0
2021-03-27,80.55234722993978,81.00584224129013,82.0
2021-03-28,67.83143152368163,59.43571192131413,68.0
2021-03-29,63.615562769271634,57.574258721914035,45.0
2021-03-30,60.264366283008584,66.04874495641279,54.0
2021-03-31,52.52608275378115,53.927414409124566,47.0
2021-04-01,49.89031517477363,47.71448520417092,46.0
2021-04-02,48.41550762810989,52.14630134965364,57.0
2021-04-03,53.53206134130037,58.234722971788536,46.0
2021-04-04,67.68075635187436,66.40684055001398,53.0
2021-04-05,65.46363906353494,60.02339945251775,78.0
2021-04-06,80.50809130927483,81.31867173127084,152.0
2021-04-07,121.18765410770585,88.84762156696488,119.0
2021-04-08,95.05812848868884,72.54313053398351,90.0
2021-04-09,65.48720441429616,64.35246315073316,54.0
2021-04-10,111.36873967908411,111.86422809905164,138.0
2021-04-11,119.74915020978766,96.48612723718365,123.0
2021-04-12,99.9731895303568,97.69287917587326,89.0
2021-04-13,70.41048529928882,92.13521479835873,80.0
