time,predict_value1,predict_value2,real
2021-01-01,91.57551546578838,94.49009436734626,98.0
2021-01-02,106.73187355217452,96.8193026575005,114.0
2021-01-03,96.09700863688917,95.10143139140408,122.0
2021-01-04,108.24436945774995,103.02812297697315,122.0
2021-01-05,110.86770604722977,108.0642810068763,132.0
2021-01-06,106.44913719879045,89.0548479728735,119.0
2021-01-07,87.3770241430166,88.69787126939582,64.0
2021-01-08,84.653212229178,80.3120495589522,61.0
2021-01-09,79.12723452364318,89.00314198553801,83.0
2021-01-10,66.96289350622514,67.0344137268302,66.0
2021-01-11,57.561366914120995,50.66383389384383,62.0
2021-01-12,80.71562434366766,85.476846401319,88.0
2021-01-13,95.58604177971228,92.80231456799454,116.0
2021-01-14,113.95391055084104,102.84876926392737,135.0
2021-01-15,112.5321140779117,113.93648106057479,143.0
2021-01-16,117.91931015458425,99.72085064524086,128.0
2021-01-17,105.97545696682758,104.6113552637375,120.0
2021-01-18,126.46674670024615,120.62519616781785,121.0
2021-01-19,120.77306033938603,120.14911760714257,113.0
2021-01-20,109.97018877822292,107.3956887644616,113.0
2021-01-21,102.74727877563954,100.67856018089385,135.0
2021-01-22,102.8841058653332,83.14253549950347,271.0
2021-01-23,146.38235215530958,97.25557542935913,107.0
2021-01-24,98.39845081468147,99.30184353996036,126.0
2021-01-25,117.85438776475239,109.99776495952939,138.0
2021-01-26,98.27343505787611,93.66462617286847,153.0
2021-01-27,114.7909894432869,104.07849033709881,133.0
2021-01-28,108.07974024391532,102.04684592885269,108.0
2021-01-29,110.39852331950793,117.45596780161823,135.0
2021-01-30,115.8795435879181,101.90938081400031,121.0
2021-01-31,113.21659767132039,116.54251615497228,116.0
2021-02-01,100.88163974185487,91.24587105032333,109.0
2021-02-02,111.21252805301536,109.84969061506581,136.0
2021-02-03,126.14470537567553,106.38611521732042,127.0
2021-02-04,128.3350695279095,112.38717191557585,127.0
2021-02-05,122.02891839442705,108.57872890184126,111.0
2021-02-06,104.5159108596278,100.42449817893272,130.0
2021-02-07,123.69562738508642,118.08895167500442,134.0
2021-02-08,121.43190470144275,110.15656097384914,122.0
2021-02-09,101.24837849155168,103.2751733351474,113.0
2021-02-10,65.692040252187,62.16144920207029,68.0
2021-02-11,69.50927406079191,72.58934798174757,62.0
2021-02-12,81.02682717232685,94.65350079380819,85.0
2021-02-13,92.01574963470354,97.96343804264357,102.0
2021-02-14,90.59410296656228,84.34729091912199,109.0
2021-02-15,125.86212027776287,125.10014438854043,108.0
2021-02-16,112.92112274649925,106.74479082112808,121.0
2021-02-17,107.84024537406881,102.47508864196995,106.0
2021-02-18,114.05381684294524,109.30509738279925,131.0
2021-02-19,124.69210980395803,112.3270036649976,135.0
2021-02-20,120.33031095801509,109.10635343135192,152.0
2021-02-21,134.03684533654985,118.41634347465974,150.0
2021-02-22,127.48900243311522,108.76923867616048,101.0
2021-02-23,121.5980149361988,120.27610658814004,131.0
2021-02-24,111.78996416304533,97.3035563972804,121.0
2021-02-25,101.71029872357055,94.23208563137202,97.0
2021-02-26,86.3519428098718,78.53836741151929,103.0
2021-02-27,90.85786550719742,89.25507602972152,58.0
2021-02-28,78.81174016287103,103.1524863479881,112.0
2021-03-01,100.17768453994418,81.10864899881817,124.0
2021-03-02,111.8394409255984,104.2838416535221,81.0
2021-03-03,97.59824825163838,100.92014222930175,103.0
2021-03-04,69.49633404979214,67.38294670538332,61.0
2021-03-05,77.33334436965066,83.52104290684834,82.0
2021-03-06,80.04496115608316,75.95235000871064,102.0
2021-03-07,90.36257001947124,93.25581924026281,82.0
2021-03-08,90.6502256651913,104.22919548503712,114.0
2021-03-09,115.19337802780063,112.68223035321124,133.0
2021-03-10,122.82386855294249,104.0837786872534,120.0
2021-03-11,112.63124807932556,105.44839413467147,126.0
2021-03-12,109.08659657252149,100.92683346115095,108.0
2021-03-13,111.77053357516147,104.18831142204819,152.0
2021-03-14,126.68030647925644,100.21734877954513,147.0
2021-03-15,125.88600424710101,111.894946000068,122.0
2021-03-16,118.78655185880719,116.59665379309715,94.0
2021-03-17,83.07459320717835,93.28700599559853,87.0
2021-03-18,70.6143027372851,78.24351796142838,97.0
2021-03-19,80.23031424297757,69.12613219538301,98.0
2021-03-20,84.98685695755687,70.6755855081427,78.0
2021-03-21,93.26034745852542,98.74111602108873,68.0
2021-03-22,72.93807596510796,84.86881608745682,68.0
2021-03-23,90.12715454841116,110.0202533108944,109.0
2021-03-24,110.36418097195835,89.96463404489579,112.0
2021-03-25,118.86981687984306,124.38520300017251,146.0
2021-03-26,136.6287508630455,125.99779884915591,130.0
2021-03-27,101.78081830083269,83.84620971536575,125.0
2021-03-28,95.0209262646771,84.28430756213754,96.0
2021-03-29,77.08344508272592,76.1059530426693,62.0
2021-03-30,68.0706882129189,69.37917551985149,60.0
2021-03-31,52.40857589141937,62.52875825115071,53.0
2021-04-01,54.247906766829075,58.937604208956635,62.0
2021-04-02,67.90844374763809,71.57587863434715,68.0
2021-04-03,65.7067785136834,64.59673326987004,87.0
2021-04-04,85.96932221895383,65.26505823452752,121.0
2021-04-05,94.06618485331056,82.85956733234761,140.0
2021-04-06,112.15555823762249,101.18613983557435,166.0
2021-04-07,125.0976924402385,107.43108720767896,141.0
2021-04-08,111.13997805527416,107.52235779109225,142.0
2021-04-09,98.42156065961537,89.61516630715047,125.0
2021-04-10,143.67106906173458,129.97800602102387,145.0
2021-04-11,128.1096555345613,110.38433861961558,149.0
2021-04-12,106.12386584837314,93.72544964500914,93.0
2021-04-13,68.56686640472682,91.9535312018185,85.0
