time,predict_value0,real
2021-01-01,52.93311158744638,40.0
2021-01-02,48.65198354770187,55.0
2021-01-03,66.26394755627891,83.0
2021-01-04,65.3396463072175,68.0
2021-01-05,83.54906774661364,75.0
2021-01-06,72.85788421810497,75.0
2021-01-07,58.41721313978764,73.0
2021-01-08,52.871771934435316,41.0
2021-01-09,47.997318143137164,37.0
2021-01-10,50.77707441389511,40.0
2021-01-11,65.70110553565009,41.0
2021-01-12,65.90891873834123,59.0
2021-01-13,63.76332911385062,94.0
2021-01-14,69.0354987193781,117.0
2021-01-15,87.97582573529844,115.0
2021-01-16,92.35570672217422,143.0
2021-01-17,67.61656437832191,76.0
2021-01-18,67.84089983815352,70.0
2021-01-19,70.95571928872405,97.0
2021-01-20,75.49948580098793,101.0
2021-01-21,82.79474398282635,127.0
2021-01-22,95.2214723617674,79.0
2021-01-23,103.51734683307801,53.0
2021-01-24,84.44512344551931,66.0
2021-01-25,87.19056612665224,104.0
2021-01-26,90.76639254174528,96.0
2021-01-27,82.69764183503834,102.0
2021-01-28,70.30477923741977,53.0
2021-01-29,60.49962318194343,90.0
2021-01-30,71.48025360648164,134.0
2021-01-31,76.54562446156207,103.0
2021-02-01,70.4756127071305,113.0
2021-02-02,84.09865548333428,90.0
2021-02-03,83.90380140705153,115.0
2021-02-04,79.37519179394678,134.0
2021-02-05,73.3468778661647,102.0
2021-02-06,70.92966087914421,109.0
2021-02-07,76.86032079993295,118.0
2021-02-08,70.2690550084811,79.0
2021-02-09,44.733804004216054,40.0
2021-02-10,41.95731067248049,23.0
2021-02-11,53.20696102770489,28.0
2021-02-12,58.07528194371303,40.0
2021-02-13,68.22076149060771,47.0
2021-02-14,81.08000624372387,72.0
2021-02-15,86.33064080683039,67.0
2021-02-16,82.06757373011129,70.0
2021-02-17,67.1411607214944,46.0
2021-02-18,66.42563482918396,52.0
2021-02-19,72.99973356423918,79.0
2021-02-20,79.11358652287086,107.0
2021-02-21,81.51071326049541,88.0
2021-02-22,85.1696920150325,110.0
2021-02-23,94.00898701495679,136.0
2021-02-24,85.20993583229311,80.0
2021-02-25,50.8517183467481,57.0
2021-02-26,58.836396577260466,60.0
2021-02-27,42.725142684706675,25.0
2021-02-28,45.072210025787946,49.0
2021-03-01,63.32565432223628,59.0
2021-03-02,60.78042402236989,40.0
2021-03-03,67.6800569564611,58.0
2021-03-04,61.335626250932314,55.0
2021-03-05,63.77932496909993,52.0
2021-03-06,56.99769625195938,55.0
2021-03-07,41.17904473091075,32.0
2021-03-08,60.883373860221965,47.0
2021-03-09,66.79953092091867,92.0
2021-03-10,81.6842703544362,65.0
2021-03-11,58.878998527358995,120.0
2021-03-12,61.553261510952225,100.0
2021-03-13,58.85901943602242,99.0
2021-03-14,59.98983386425278,110.0
2021-03-15,60.31049209191723,74.0
2021-03-16,52.887584946566115,72.0
2021-03-17,51.46324187091044,53.0
2021-03-18,50.660568014123776,46.0
2021-03-19,48.52319273620534,42.0
2021-03-20,52.76217762056378,72.0
2021-03-21,39.732613685455576,38.0
2021-03-22,46.3983666165142,53.0
2021-03-23,74.52886777638356,85.0
2021-03-24,79.4289196052888,75.0
2021-03-25,104.25939883096127,126.0
2021-03-26,86.38221275207428,84.0
2021-03-27,54.18182427006731,52.0
2021-03-28,52.52205756408293,86.0
2021-03-29,48.74963940452989,30.0
2021-03-30,42.67742798991566,38.0
2021-03-31,37.74896020305583,25.0
2021-04-01,43.34851349554724,30.0
2021-04-02,53.18831861767357,35.0
2021-04-03,66.53035917288527,48.0
2021-04-04,51.17410282425173,53.0
2021-04-05,41.11843877002125,51.0
2021-04-06,60.4239882264156,146.0
2021-04-07,47.50405874008646,81.0
2021-04-08,38.73767635059669,43.0
2021-04-09,53.60223775284375,43.0
2021-04-10,68.03027815026276,146.0
2021-04-11,104.63766048933064,104.0
2021-04-12,53.652567163606705,61.0
2021-04-13,63.54465640663491,94.0
2021-04-14,49.34995813669407,40.0
2021-04-15,46.74728834568539,38.0
2021-04-16,43.558380275851256,45.0
2021-04-17,51.56725431317569,42.0
2021-04-18,82.81231345301755,93.0
2021-04-19,78.25936609264076,104.0
2021-04-20,80.48843430049264,99.0
2021-04-21,81.88888370343463,126.0
2021-04-22,76.75200099971137,147.0
2021-04-23,79.79400828168014,147.0
2021-04-24,53.237560801576016,60.0
2021-04-25,50.19558326561685,40.0
2021-04-26,48.30237415972871,41.0
2021-04-27,44.67370288490996,54.0
2021-04-28,52.47354054020775,53.0
2021-04-29,95.52995350544354,51.0
2021-04-30,109.04651454934435,205.0
2021-05-01,106.67580977471054,150.0
2021-05-02,68.99723842567676,70.0
2021-05-03,55.502023076958,39.0
2021-05-04,53.50475437312587,42.0
2021-05-05,51.583830891133566,61.0
2021-05-06,64.29735740507225,94.0
2021-05-07,36.04066462931226,110.0
