time,predict_value0,real
2021-01-01,48.163765984504664,37.0
2021-01-02,51.365890157483975,48.0
2021-01-03,59.48690613504112,57.0
2021-01-04,63.506126855025165,54.0
2021-01-05,62.313609453866,67.0
2021-01-06,60.441116283243375,84.0
2021-01-07,41.31842785358293,59.0
2021-01-08,48.75399404522786,51.0
2021-01-09,51.08410787088538,37.0
2021-01-10,55.17631621693733,44.0
2021-01-11,63.25792609940432,51.0
2021-01-12,61.102548690261784,56.0
2021-01-13,67.11299962134926,63.0
2021-01-14,69.91779224354227,68.0
2021-01-15,75.35093237142809,102.0
2021-01-16,99.99990004036326,95.0
2021-01-17,64.94362355639417,94.0
2021-01-18,60.020283087559235,69.0
2021-01-19,65.54599103638559,66.0
2021-01-20,85.14974106007055,65.0
2021-01-21,73.75698901095403,61.0
2021-01-22,99.48263696111191,48.0
2021-01-23,83.98661571208655,52.0
2021-01-24,80.98356600445214,65.0
2021-01-25,72.2429582706445,65.0
2021-01-26,74.28991967174115,56.0
2021-01-27,72.29355119372181,54.0
2021-01-28,45.125246325593174,48.0
2021-01-29,47.005331498553446,60.0
2021-01-30,59.13514949717859,75.0
2021-01-31,67.60565266383445,64.0
2021-02-01,66.50815804446081,54.0
2021-02-02,66.56982366079481,70.0
2021-02-03,63.32348059753709,71.0
2021-02-04,70.90896454584352,92.0
2021-02-05,58.78717080091056,74.0
2021-02-06,68.7831746316951,85.0
2021-02-07,56.57903429060712,85.0
2021-02-08,64.16885858719934,79.0
2021-02-09,41.91521312708558,35.0
2021-02-10,34.602938934183285,20.0
2021-02-11,39.23162703579819,32.0
2021-02-12,34.785807852505144,36.0
2021-02-13,42.38787478197287,38.0
2021-02-14,61.67017831492493,45.0
2021-02-15,66.04802410620465,45.0
2021-02-16,59.585055429621704,59.0
2021-02-17,53.20067453909883,44.0
2021-02-18,53.635592704610644,52.0
2021-02-19,61.31227272154723,54.0
2021-02-20,69.84339832480501,78.0
2021-02-21,71.45708529027819,92.0
2021-02-22,72.334208677698,90.0
2021-02-23,74.81259031718679,85.0
2021-02-24,69.11629570572268,70.0
2021-02-25,49.576963961207284,44.0
2021-02-26,47.69819389823215,28.0
2021-02-27,35.50851642594743,23.0
2021-02-28,47.191480213609715,27.0
2021-03-01,55.00979828186281,38.0
2021-03-02,42.669193491683295,30.0
2021-03-03,42.02497066495031,37.0
2021-03-04,37.21124213011852,43.0
2021-03-05,45.74192546221648,42.0
2021-03-06,51.99548040350968,32.0
2021-03-07,39.5742934695537,30.0
2021-03-08,46.59571392233332,34.0
2021-03-09,41.10830869150253,55.0
2021-03-10,49.258213667585444,48.0
2021-03-11,51.13152096220309,56.0
2021-03-12,48.75168031360639,49.0
2021-03-13,44.34135566668715,50.0
2021-03-14,59.39852129408231,74.0
2021-03-15,55.699477816923284,62.0
2021-03-16,54.493603445124926,68.0
2021-03-17,55.49473656434807,71.0
2021-03-18,54.788337826155555,65.0
2021-03-19,52.33583819452937,55.0
2021-03-20,59.675323689029774,58.0
2021-03-21,29.995095657374478,37.0
2021-03-22,28.373748776201396,65.0
2021-03-23,41.0330329885667,82.0
2021-03-24,56.58163294602505,63.0
2021-03-25,75.66778408429629,67.0
2021-03-26,85.00500408017858,85.0
2021-03-27,69.85304252981904,69.0
2021-03-28,61.2115272546554,92.0
2021-03-29,62.117316893511955,63.0
2021-03-30,68.56586819893445,73.0
2021-03-31,57.35711349649501,37.0
2021-04-01,77.30974085319633,50.0
2021-04-02,82.19680569988061,57.0
2021-04-03,101.5984440484057,90.0
2021-04-04,50.21231754980763,34.0
2021-04-05,65.12479587050683,46.0
2021-04-06,100.50719406278883,60.0
2021-04-07,73.16319608793708,77.0
2021-04-08,35.46249075649983,53.0
2021-04-09,50.41899970831141,47.0
2021-04-10,75.30438527917019,62.0
2021-04-11,89.50880982064497,108.0
2021-04-12,93.74674542634288,82.0
2021-04-13,76.05323723224419,120.0
2021-04-14,85.35121540218994,57.0
2021-04-15,49.575654424885975,44.0
2021-04-16,39.215348953065494,27.0
2021-04-17,49.98036592370304,38.0
2021-04-18,46.88575614970978,52.0
2021-04-19,34.190975770789905,67.0
2021-04-20,45.807586529379286,55.0
2021-04-21,65.49510139373528,94.0
2021-04-22,65.67242936586304,99.0
2021-04-23,71.77117681548754,75.0
2021-04-24,69.49420311827424,85.0
2021-04-25,47.142099549301285,45.0
2021-04-26,39.96047919053704,28.0
2021-04-27,34.81261199116026,33.0
2021-04-28,34.955002188541215,23.0
2021-04-29,76.96543933725772,55.0
2021-04-30,101.93649499319343,94.0
2021-05-01,119.70029870944445,169.0
2021-05-02,96.36863292295733,147.0
2021-05-03,47.5946823641424,36.0
2021-05-04,48.36302269578448,45.0
2021-05-05,40.68850156438834,65.0
2021-05-06,42.84825022575744,64.0
2021-05-07,38.86587241545793,108.0
