time,predict_value0,real
2021-01-01,60.463093151389636,40.0
2021-01-02,59.322583072261764,56.0
2021-01-03,65.48268118874131,66.0
2021-01-04,68.27895262721783,64.0
2021-01-05,77.12314014073888,65.0
2021-01-06,58.71958962309716,78.0
2021-01-07,55.07668417426032,105.0
2021-01-08,41.56289503673351,35.0
2021-01-09,49.37750674344069,49.0
2021-01-10,50.973573852309954,51.0
2021-01-11,50.65675416218301,44.0
2021-01-12,57.687874354196964,55.0
2021-01-13,67.84866055605791,64.0
2021-01-14,60.239651317118195,128.0
2021-01-15,79.63570800097007,72.0
2021-01-16,85.87235484624685,110.0
2021-01-17,59.148816096367135,79.0
2021-01-18,60.69515572029938,80.0
2021-01-19,65.30741623641204,81.0
2021-01-20,75.16223415226992,74.0
2021-01-21,68.54982618066589,72.0
2021-01-22,82.03508453239424,38.0
2021-01-23,89.97622757142004,72.0
2021-01-24,63.755117434735965,80.0
2021-01-25,57.344251502945,68.0
2021-01-26,67.21743077920976,85.0
2021-01-27,57.238295846462485,80.0
2021-01-28,59.15473546829341,79.0
2021-01-29,58.97369638490836,79.0
2021-01-30,66.08404164514604,67.0
2021-01-31,67.66205973455098,73.0
2021-02-01,52.71370330167269,45.0
2021-02-02,60.44588787299005,60.0
2021-02-03,49.840002696937425,58.0
2021-02-04,53.16963561796614,79.0
2021-02-05,52.655416210357956,65.0
2021-02-06,66.45334035005735,60.0
2021-02-07,52.93695405652876,63.0
2021-02-08,49.40018900160749,70.0
2021-02-09,49.927153476810176,48.0
2021-02-10,32.01139838640286,23.0
2021-02-11,44.52285725053071,42.0
2021-02-12,59.23040575446702,44.0
2021-02-13,59.58726268378157,52.0
2021-02-14,51.90767768252607,60.0
2021-02-15,59.988343059140774,80.0
2021-02-16,46.18266140719582,57.0
2021-02-17,51.59140580413638,47.0
2021-02-18,59.47452395388539,70.0
2021-02-19,55.224943919757536,79.0
2021-02-20,55.36559722887205,89.0
2021-02-21,55.68853068735832,76.0
2021-02-22,52.9032388108635,69.0
2021-02-23,60.64560370905539,65.0
2021-02-24,54.638163960110724,56.0
2021-02-25,42.6048355435623,42.0
2021-02-26,43.2628983157489,31.0
2021-02-27,32.2512748988762,30.0
2021-02-28,35.62060127854776,51.0
2021-03-01,49.01580490882144,54.0
2021-03-02,57.818035752502105,36.0
2021-03-03,46.91169223145811,56.0
2021-03-04,41.54340593428124,60.0
2021-03-05,54.82643357325412,59.0
2021-03-06,45.691389250562466,25.0
2021-03-07,50.961612772183315,39.0
2021-03-08,48.802200964533405,52.0
2021-03-09,52.8865493464931,57.0
2021-03-10,53.66946891137151,49.0
2021-03-11,52.75453247005104,47.0
2021-03-12,60.84535696211589,69.0
2021-03-13,57.46503743146091,67.0
2021-03-14,54.160155349716916,82.0
2021-03-15,49.47009496467074,58.0
2021-03-16,45.623344100832135,44.0
2021-03-17,48.25746246065588,38.0
2021-03-18,41.00670160779575,32.0
2021-03-19,41.81977008371822,34.0
2021-03-20,47.66520819683901,34.0
2021-03-21,37.34484364424889,40.0
2021-03-22,48.314930637205954,62.0
2021-03-23,58.77373756456506,89.0
2021-03-24,66.7222357044888,87.0
2021-03-25,67.89607032437247,99.0
2021-03-26,66.22432734884099,60.0
2021-03-27,52.57230811335997,44.0
2021-03-28,46.568966472813,33.0
2021-03-29,38.16069075004052,24.0
2021-03-30,36.20693403197947,26.0
2021-03-31,38.30927134252383,22.0
2021-04-01,38.097028645150246,23.0
2021-04-02,40.567855805852105,25.0
2021-04-03,37.83769890418377,26.0
2021-04-04,53.40477420233736,76.0
2021-04-05,51.24785976904649,65.0
2021-04-06,54.358814954893646,98.0
2021-04-07,56.197599954926204,70.0
2021-04-08,54.33593022462882,44.0
2021-04-09,41.81710845283645,35.0
2021-04-10,47.02985610698733,90.0
2021-04-11,62.15676183058847,80.0
2021-04-12,52.6870855807652,44.0
2021-04-13,51.75737180884614,39.0
2021-04-14,46.5188456370406,37.0
2021-04-15,46.28127465036216,35.0
2021-04-16,45.74648207017607,40.0
2021-04-17,46.62350894414999,43.0
2021-04-18,53.241344055338935,97.0
2021-04-19,41.201230845705176,70.0
2021-04-20,43.15672092103872,53.0
2021-04-21,44.23871717621474,56.0
2021-04-22,48.375308131647856,55.0
2021-04-23,42.08889864117936,48.0
2021-04-24,37.28543754130433,38.0
2021-04-25,40.81558682039649,35.0
2021-04-26,40.10098967738489,31.0
2021-04-27,40.17684111690633,45.0
2021-04-28,39.19195373690291,38.0
2021-04-29,50.9994310269235,57.0
2021-04-30,47.3483158683841,132.0
2021-05-01,44.86886719805099,84.0
2021-05-02,41.22607464727217,44.0
2021-05-03,39.736941051919274,38.0
2021-05-04,38.54458286001738,32.0
2021-05-05,47.982017996920106,53.0
2021-05-06,40.20656949298608,46.0
2021-05-07,36.02365678984219,39.0
