time,predict_value1,predict_value2,predict_value3,predict_value4,predict_value5,real
2021-01-01,44.54355219198435,53.79797984726376,54.1049924726067,67.5542905880573,44.85748426652553,42.0
2021-01-02,56.84607549858776,54.368314390227326,62.64258940935255,68.85038818262379,71.16351774024041,53.0
2021-01-03,65.51570958726367,70.58201834815748,77.778973763473,85.66229405862495,80.18264809015032,64.0
2021-01-04,72.37341749267155,64.04021477458527,65.4323584531337,66.28100919354047,61.09723900596264,57.0
2021-01-05,68.95523502168278,73.45664869592015,73.18780516497952,71.74634670958733,64.84992302598569,59.0
2021-01-06,60.02380899287974,61.14704806809874,61.78000027341621,60.25369969829959,57.27833187206023,92.0
2021-01-07,63.74186984802599,50.71515137431244,55.83572289894473,49.91522741672945,44.364997908963325,93.0
2021-01-08,66.12001124061474,59.22177064722939,53.62253850642263,55.89293498463052,56.77873871873788,28.0
2021-01-09,44.56767425168127,65.13123469325002,52.23760162190476,54.79991858352163,49.54883556092302,31.0
2021-01-10,53.01068505090719,63.63035349554901,59.974210279588874,67.98102299870709,54.62396884964611,38.0
2021-01-11,54.14724368679977,52.70438748149442,62.57310343640179,69.02965957015684,59.96701838605518,42.0
2021-01-12,52.83469029803458,54.80621268224039,53.51239851346322,59.46195861334991,64.63564991423901,43.0
2021-01-13,64.46070060111192,71.60207612267658,63.45606207080461,63.991308073803374,69.00390732055831,63.0
2021-01-14,76.80207979512547,79.90875965093932,82.76021274140467,75.33969614185078,80.69063905741984,83.0
2021-01-15,114.00747101692617,96.9844732509317,97.96006971554975,103.97451362140805,100.71239756809338,103.0
2021-01-16,109.17465247854261,102.76455292850194,82.36727815598613,82.71763113958258,77.89476817113618,110.0
2021-01-17,86.22447319702545,80.80336322362844,58.80511774343339,64.26926003112702,58.834658265302224,87.0
2021-01-18,77.74815817529509,83.05954774995813,61.92653486325222,71.8064123928558,62.45842057669741,71.0
2021-01-19,92.4711451918941,97.70789064157388,87.30130013379828,81.6270233635626,78.36281518897235,80.0
2021-01-20,99.03867450169179,85.42063079262077,104.59697134390815,83.35796151757837,88.79088338331601,102.0
2021-01-21,106.49394626636484,96.69069625300996,91.75870226221836,105.4211721531643,100.37319644047548,62.0
2021-01-22,89.6154558889443,118.0432547121,108.72855358553677,108.3758998235868,112.54989859822601,45.0
2021-01-23,77.33189309706788,101.85547989930146,99.42503741681415,94.20987924846726,99.45100694295886,55.0
2021-01-24,71.42348136244817,86.0975944729641,90.46470063007192,81.93143168147026,80.31048473552366,77.0
2021-01-25,73.48977837767464,73.3023018624829,86.54897012859172,95.71234488895308,84.52030833743845,62.0
2021-01-26,85.36730875199972,75.05511707920627,81.73956560513336,71.42425360517333,77.2408865752762,49.0
2021-01-27,70.20674165194957,72.47958309433923,71.16902451243193,68.03953117974844,66.80538254753436,75.0
2021-01-28,65.50814920331618,66.77225815156494,64.06614183818229,58.176356598928166,66.8724494880866,57.0
2021-01-29,65.14608158128094,67.54627894574797,61.83627668082895,64.3963196829367,64.54827983334111,67.0
2021-01-30,88.00050056540321,83.28529147508739,73.66171069618862,83.22551310124875,81.46913473645127,78.0
2021-01-31,88.90110003708173,91.43293185570121,87.48607545152306,86.94515122771831,87.23300680328894,111.0
2021-02-01,104.41121582031475,84.12885855416864,76.1818514594685,84.48096445310684,79.33707536500845,64.0
2021-02-02,77.0404941894453,86.33375269742984,78.37351952385241,79.22889655578436,83.31162533007343,86.0
2021-02-03,78.17832884615464,68.11656258307387,70.2793006795073,71.60544049511348,66.25946458037353,75.0
2021-02-04,77.3669909706096,81.069609728228,79.98022099394066,79.59850920051646,81.41616976951141,85.0
2021-02-05,85.18278400262948,71.79657217243943,79.13734454865502,76.90709943014303,76.09678759337358,68.0
2021-02-06,86.75628262423615,97.25951098477883,93.11346402630616,93.98726202725037,97.78860987380371,74.0
2021-02-07,90.01140783488539,89.41422467074841,79.52507377559975,93.16428310143684,90.24682776237752,88.0
2021-02-08,93.07634058279835,76.89605857483924,67.05789488108988,72.98076751945551,68.4438639111104,58.0
2021-02-09,52.13829794200691,53.00514486672146,50.068332675021075,49.02121578702265,50.74924346237983,32.0
2021-02-10,24.291013367157305,35.78359982707233,39.03812944786057,36.78277564647811,36.16008360228701,20.0
2021-02-11,31.202523731859426,35.39192785604013,47.34563619931269,41.3003361661462,41.421853714777605,30.0
2021-02-12,47.373357478389195,39.24436846557603,46.53893301266811,42.83721586945855,49.87443048898583,34.0
2021-02-13,48.741495425538886,51.65737158107867,63.07772144513869,56.77124900482087,63.3655330487747,42.0
2021-02-14,59.65085608427273,56.99328157715706,65.45913044034002,69.38287109806545,73.45982822833786,43.0
2021-02-15,60.07423786050038,71.19500821676853,72.2799956204484,77.14207937206274,80.30088066465483,61.0
2021-02-16,59.707293200004706,56.078556210749525,58.60508390987549,58.980560843525296,63.70443497759347,49.0
2021-02-17,50.873138997860785,48.34471594096603,47.375475095349216,50.158404542707885,52.059951816654326,38.0
2021-02-18,50.01992376251102,55.55771039147621,60.28052586659616,60.879036345476116,59.70677186489634,51.0
2021-02-19,70.65801087556008,73.7633724561699,81.0184939046121,73.00854478926203,74.46935282690548,66.0
2021-02-20,78.58307951942409,77.0190217032432,87.79484170874812,76.8959297075078,78.5722559421581,69.0
2021-02-21,80.7708241489679,73.5573117539412,78.75235465123224,74.47408848221895,72.10472360707253,76.0
2021-02-22,81.98377654269815,73.16906411199687,76.1260514915216,73.65573464474168,72.05281718927337,74.0
2021-02-23,86.1970876091002,97.92317100489898,90.98495461016812,92.62685468558841,91.87236745463467,105.0
2021-02-24,85.58910687134792,61.21564913268605,57.44105614407864,59.54887371276257,59.41757707324568,63.0
2021-02-25,52.27889718146954,63.60972353734931,45.80409038103652,53.141036746895175,51.57169871661607,42.0
2021-02-26,38.0255197394554,45.766921534684585,50.01200171255389,47.244705483013114,42.49387224174457,42.0
2021-02-27,34.21240517777328,41.136543505453865,43.600769765959356,41.217957621684896,34.0120875147551,24.0
2021-02-28,36.650941751992974,50.52745879625087,55.73944956939458,50.807506775760416,53.947198975356294,44.0
2021-03-01,58.39512350836387,58.15430129741678,57.27788515078587,62.23994069907832,64.432038409273,67.0
2021-03-02,47.16095452237485,41.272222354189346,44.93440255182921,46.99216399228005,43.39767291232304,33.0
2021-03-03,44.79068868820428,48.49135339956723,48.52118246693535,45.37075135082527,46.72669238509048,42.0
2021-03-04,48.49005949680232,50.29393209975375,44.06251784134718,45.86308076513216,44.539255695161145,47.0
2021-03-05,45.69560775431238,51.4770063312733,48.8896109268085,54.89993246784943,49.69441237745963,69.0
2021-03-06,59.979309964314695,56.39997977930364,49.709661334270535,48.79888477879604,46.26415150447252,67.0
2021-03-07,49.87165669336086,43.653920455234164,40.93243180997484,43.838803639767505,40.314833366438776,32.0
2021-03-08,42.57664917267125,54.689339899838764,49.534796814359645,49.28071326053391,45.45967873942772,57.0
2021-03-09,55.241283973063695,51.028141198635176,54.44724620223978,56.13248989806564,54.68093058244648,68.0
2021-03-10,64.6348349266742,58.582239893544845,51.86878123251528,56.22361921518171,60.54750668791024,72.0
2021-03-11,61.038838465296294,55.08215944279922,63.56645234065743,61.00384452262385,64.71854419804498,69.0
2021-03-12,55.603418846600434,49.61305523658603,47.03793725861452,48.68818115178691,53.525346256844706,62.0
2021-03-13,77.96729698224412,65.5643993122078,63.94756087715159,64.98311307020339,70.34146038417734,50.0
2021-03-14,48.206763862066275,64.19645571576253,58.05846617599746,54.35734570111324,61.14494698750284,63.0
2021-03-15,56.73872606426919,56.28582127592179,55.72897993872062,54.853818678423224,63.62704749544913,60.0
2021-03-16,55.88151960433823,49.67942498197376,53.5702351420426,48.99096938989926,56.63937923265513,48.0
2021-03-17,52.94860952907255,50.282696173309844,48.03883244387315,44.24738520751129,50.60175816114706,44.0
2021-03-18,41.86654666500733,46.9365128031441,45.865494239767244,43.8162798343029,47.29597158255462,42.0
2021-03-19,43.89700549682197,40.952375034367606,46.81416975933414,39.5623043994667,41.38297763391129,37.0
2021-03-20,50.11868990038076,63.042571105448786,61.06463448583284,66.46115561694393,65.89681662898853,40.0
2021-03-21,32.81068654647877,34.97137571488275,42.687473000180795,37.940203600571,33.82938400331418,24.0
2021-03-22,33.50220094425264,32.735894858743464,35.948935304862474,32.34061411259829,34.60843597272725,70.0
2021-03-23,67.10403190343037,47.58519692242544,51.210516578101135,51.080794924235455,51.781274139119105,90.0
2021-03-24,84.3158199593989,80.02804326528963,69.06846862974027,64.3763932444226,70.32392721446415,62.0
2021-03-25,64.52269724328528,70.85040336795684,69.70337964044334,61.276488881615805,67.87744029105053,98.0
2021-03-26,89.10468132123046,70.23099458281237,70.85946841496425,67.29272270097569,70.91948558185247,70.0
2021-03-27,56.207516586251174,62.28976170895517,48.54617054149185,55.542033951584635,48.67790364769963,48.0
2021-03-28,56.477866543185364,58.18319511996096,68.95965265461072,58.45672452072248,65.1837735143959,47.0
2021-03-29,45.051711894156554,44.6981989948431,55.897341511558906,44.175201300558186,49.88530479356001,38.0
2021-03-30,66.96978870902905,70.6131949929557,75.59238516533398,80.1395321657992,73.59662682178434,38.0
2021-03-31,40.67512568489227,45.14837009395296,42.479333674029434,48.804349076324144,46.60777165189628,29.0
2021-04-01,56.72956476740529,78.9297193615908,86.71907087202759,88.68427672047805,95.92966164230008,25.0
2021-04-02,58.30797157396297,80.85608118672259,79.38143368336523,72.2398410990893,88.76369088239994,29.0
2021-04-03,62.350790061252475,88.93947514030677,91.23018253640934,81.88209607961807,92.57842455179664,38.0
2021-04-04,39.11140522567432,46.81515657097651,40.6979271045069,47.244318135287465,48.135313084332694,40.0
2021-04-05,52.32372815745646,62.44340327714875,61.852759842451846,62.40129544783454,56.91695751334419,48.0
2021-04-06,71.79174861041633,94.42613987060184,85.29451986398233,95.23935566235988,97.68471047824626,100.0
2021-04-07,77.90621514342133,53.818666579859524,56.77495064767221,57.11603437150375,53.5654198812173,65.0
2021-04-08,43.14396438602931,46.67001374483493,38.967147274200805,33.611692787503,37.277356294795396,35.0
2021-04-09,50.65021658534274,56.47956469310237,49.89986204518107,53.16862495338916,47.74657884366822,30.0
2021-04-10,47.33312458641517,58.821879176827515,58.78283171400713,59.08888338616069,52.773508517613315,56.0
2021-04-11,71.93802978280941,63.19911933847881,66.05301881747742,61.60939479722537,72.95575092314834,108.0
2021-04-12,94.3358657689648,64.38476764210151,68.36175539759023,78.5096351745132,66.88549900041444,55.0
2021-04-13,59.34066871552405,68.77873461991425,57.70186886718559,56.75148932383117,57.7494378333357,63.0
2021-04-14,58.298755374311526,47.61210655139184,51.76635333074027,55.37943002876147,60.73369410313187,43.0
2021-04-15,42.115664272814115,45.57266239493722,35.89377906216194,48.23040283282077,43.34383665955292,35.0
2021-04-16,34.75935576248393,41.28408835025406,33.62295256048822,34.8648222341554,30.180939009049613,48.0
2021-04-17,49.84156370074453,47.61188323333612,43.15209973258182,51.69457250278932,50.783175809413876,37.0
2021-04-18,46.15005350053382,46.3560402145238,45.62755024925618,44.84797879153196,46.872607959663654,49.0
