time,predict_value0,real
2021-01-01,58.05376931868265,52.0
2021-01-02,53.23602063840485,75.0
2021-01-03,61.75873889063908,100.0
2021-01-04,66.1915092113511,101.0
2021-01-05,80.69537364485444,101.0
2021-01-06,70.81022928726937,80.0
2021-01-07,64.88163812967103,72.0
2021-01-08,68.05172754647965,48.0
2021-01-09,57.44111867635966,57.0
2021-01-10,65.2499777918347,60.0
2021-01-11,74.88946974771825,44.0
2021-01-12,66.21423614196797,68.0
2021-01-13,65.71750219134871,101.0
2021-01-14,67.05205468701435,105.0
2021-01-15,84.65032884301264,98.0
2021-01-16,98.01741252510828,70.0
2021-01-17,68.69550265327668,81.0
2021-01-18,64.95710904180072,73.0
2021-01-19,82.7496809219347,75.0
2021-01-20,87.71089816085335,93.0
2021-01-21,96.28879423192974,133.0
2021-01-22,108.22817396648746,65.0
2021-01-23,101.36555778522444,64.0
2021-01-24,76.40840848507929,57.0
2021-01-25,76.28299814255222,85.0
2021-01-26,73.3391140299912,123.0
2021-01-27,60.147687390051765,75.0
2021-01-28,48.68413119742542,55.0
2021-01-29,53.22423117915439,70.0
2021-01-30,70.40224865958487,66.0
2021-01-31,80.3794011137203,59.0
2021-02-01,65.71746626519662,50.0
2021-02-02,90.0627246017076,133.0
2021-02-03,66.76225739611904,76.0
2021-02-04,74.0272060344096,96.0
2021-02-05,79.25314767837007,66.0
2021-02-06,85.86836557330167,90.0
2021-02-07,80.44303628767165,73.0
2021-02-08,79.71183560192685,76.0
2021-02-09,63.06737909118703,50.0
2021-02-10,47.84619425270734,31.0
2021-02-11,44.79152360634451,33.0
2021-02-12,58.48987625601973,45.0
2021-02-13,66.07591039226776,47.0
2021-02-14,76.40186435375203,54.0
2021-02-15,79.95377552384545,60.0
2021-02-16,69.09665893384692,50.0
2021-02-17,67.07018502961628,56.0
2021-02-18,66.56931317468367,65.0
2021-02-19,75.34628786184335,89.0
2021-02-20,84.20253750807244,86.0
2021-02-21,83.16989493884846,80.0
2021-02-22,90.04865399249931,80.0
2021-02-23,87.86964156968531,107.0
2021-02-24,60.109519481313306,52.0
2021-02-25,44.16896130610127,35.0
2021-02-26,50.81540044169808,48.0
2021-02-27,43.45756554908891,39.0
2021-02-28,50.460453412810104,43.0
2021-03-01,55.297395033858784,45.0
2021-03-02,50.93254637377547,38.0
2021-03-03,60.991708006245425,43.0
2021-03-04,53.3158804065827,75.0
2021-03-05,58.652397413073146,64.0
2021-03-06,46.58819098006835,33.0
2021-03-07,43.987777872758045,50.0
2021-03-08,47.26106847919331,40.0
2021-03-09,71.0994417220647,62.0
2021-03-10,71.0612850275693,48.0
2021-03-11,63.467315016247724,46.0
2021-03-12,72.49433544466157,152.0
2021-03-13,58.01062391431842,48.0
2021-03-14,56.707133502982536,86.0
2021-03-15,56.332333227406764,59.0
2021-03-16,54.87450972439232,45.0
2021-03-17,49.50769823995105,43.0
2021-03-18,45.55129636286469,34.0
2021-03-19,47.27372790852522,35.0
2021-03-20,45.397930334356225,41.0
2021-03-21,39.9137574864994,42.0
2021-03-22,52.96357959495665,61.0
2021-03-23,59.765796429383876,85.0
2021-03-24,77.10069397229432,79.0
2021-03-25,76.1429957012054,87.0
2021-03-26,66.14826382852438,55.0
2021-03-27,58.11869856762472,42.0
2021-03-28,56.270770427740324,38.0
2021-03-29,52.3967752231056,24.0
2021-03-30,64.75778759832372,32.0
2021-03-31,37.316643529567514,26.0
2021-04-01,45.91269740414238,25.0
2021-04-02,61.62083455270498,30.0
2021-04-03,62.270274319016075,37.0
2021-04-04,48.37206388903502,51.0
2021-04-05,39.08650250634513,48.0
2021-04-06,44.53718964899854,101.0
2021-04-07,46.66019401626531,70.0
2021-04-08,42.19881862627976,41.0
2021-04-09,42.27721332665937,43.0
2021-04-10,56.936048612443045,82.0
2021-04-11,58.341479021304586,74.0
2021-04-12,54.97512440926176,42.0
2021-04-13,43.42813000774075,60.0
2021-04-14,42.14793855140123,44.0
2021-04-15,38.21835881402287,38.0
2021-04-16,40.419739452806404,40.0
2021-04-17,42.43059291194065,57.0
2021-04-18,62.20547059701474,95.0
2021-04-19,43.89283724367721,80.0
2021-04-20,60.570229444614675,63.0
2021-04-21,54.62485644518544,82.0
2021-04-22,42.481103430549425,85.0
2021-04-23,62.43447773059088,110.0
2021-04-24,44.14605667058483,50.0
2021-04-25,43.016058778448205,44.0
2021-04-26,43.37085142230371,32.0
2021-04-27,37.24999466485427,43.0
2021-04-28,42.201135723114255,53.0
2021-04-29,85.31690794046536,77.0
2021-04-30,85.42766962017554,160.0
2021-05-01,66.17730678700322,106.0
2021-05-02,64.40077016136848,58.0
2021-05-03,43.88726128094835,35.0
2021-05-04,45.6792622768842,36.0
2021-05-05,42.779321878680186,109.0
2021-05-06,49.931792603882606,62.0
2021-05-07,42.57554504706393,70.0
