time,predict_value1,predict_value2,predict_value3,predict_value4,predict_value5,predict_value6,predict_value7,predict_value0,real
2021-01-01,52.595386865045,52.1592480444702,54.70392154307052,51.641596750091274,61.82805912571499,46.79518212051263,51.314957577415875,49.30513724902961,48.0
2021-01-02,54.27437323111188,58.67590091089629,56.82278859204529,65.054103090331,55.071536537045766,54.92918690603956,46.211547075669706,48.31175323191183,52.0
2021-01-03,59.02892544173277,69.35621701553613,69.96891440681166,70.09407880871126,56.837674773367546,61.76827299262192,62.48881485402972,58.886093236534016,65.0
2021-01-04,55.77291977242123,64.30581809648132,63.835515308530624,70.07636677447478,57.68799788444289,63.62389318693297,59.17294802431421,58.65086738746364,65.0
2021-01-05,70.92695838327829,78.73882031681255,77.7145925780032,81.97057584363118,76.22778283030962,82.95752478981812,83.01132478338938,76.5074911764312,68.0
2021-01-06,66.06434103359263,68.22970681080633,72.80624939654294,66.19777479431185,63.48450912737374,63.779052285106125,72.41152317772405,67.23296563934483,67.0
2021-01-07,53.155848953351004,58.20159883695061,51.598156974164425,51.95818729281719,54.666008454371536,52.056995251760085,59.8786786405051,54.23877824797825,74.0
2021-01-08,56.03716652659967,55.478865406344056,54.494108824974816,54.69653174987082,52.24590715740422,50.428976774610135,52.74000454976151,49.47850973860717,52.0
2021-01-09,53.60272676376897,61.28267849550765,50.208207836660186,58.241081282115005,47.71721025171255,46.52401100660008,48.07101500673303,45.751321769859466,44.0
2021-01-10,56.969185861251994,57.705303175025875,64.96165839352149,65.35480054312166,51.63661825096492,49.31482520160961,52.70892119847551,49.474251088580374,53.0
2021-01-11,59.66263649165072,55.440522552639955,64.08236709524836,69.20486402839131,55.37194311568781,54.09727388401585,53.606936970432834,61.101210074362434,54.0
2021-01-12,53.23317406812543,54.41241746509028,61.238448817026885,63.705755718056444,58.59329405846931,47.09634224715351,52.60374714200441,56.25239615588162,62.0
2021-01-13,69.67777579574013,65.15550941618054,64.71918558752972,73.08708939186873,64.13051919279194,59.61898795712477,72.03613273280803,68.51194943407734,79.0
2021-01-14,81.65731365308261,73.8775645808765,67.03703757846229,72.47564136807132,66.67693358342889,70.94065144556365,81.86093396820024,70.65559841778492,99.0
2021-01-15,100.05742402366597,85.05622120245887,78.34319957111093,85.97413987010884,73.45692878101927,63.68780777391509,81.70584656528659,85.26391103846507,94.0
2021-01-16,98.27958479834153,107.70670508497678,91.26427407557817,85.00239007705396,84.65288701454523,79.15342110562152,82.84841118870314,84.37539839081185,67.0
2021-01-17,66.18859498392722,78.30587877630188,76.40526049069932,78.4843761728913,67.30656842876357,61.637591456963854,63.81950353207335,64.0714472235153,87.0
2021-01-18,81.33772407709407,80.14252373510897,84.04800633823645,80.97922506210834,75.47244506319943,68.46766223777527,70.95275605499319,69.95765913220104,72.0
2021-01-19,76.83977690724126,80.33791765223721,82.10093397022554,86.41619538406178,89.96166954115176,71.53160203439849,71.24963151195652,74.1648911514506,65.0
2021-01-20,77.40727300226638,91.93611768324396,95.53955089334411,96.89163229472858,89.68261962971208,89.75292765355407,85.22008940742667,79.3269842976288,55.0
2021-01-21,80.4220434969789,91.30732935488386,88.31200478538254,95.89409502339645,87.51598210992351,89.24161624696579,112.83629058877656,85.34330330799932,75.0
2021-01-22,96.98049604093876,92.82233497826701,110.2680446631727,99.68534704376232,102.0941672535371,99.95288802581742,118.43813480053447,103.55207922590279,92.0
2021-01-23,88.68227126657222,101.40744689905391,87.95367598449178,98.24326900665783,91.33128074427675,100.90024754222796,90.8019369583093,93.55025420257692,69.0
2021-01-24,56.18258875265292,78.16718285481784,74.1429670858064,69.00479911989245,67.44020152582205,75.36147680286713,88.74521107238698,76.31422037813927,55.0
2021-01-25,62.33476175886071,75.35276406386487,72.05132818869164,74.32424840234603,68.11716278391984,74.63008109299123,84.23599480140156,76.06081264514783,57.0
2021-01-26,61.96067482332091,59.196647725530575,59.92349694634787,71.28128787588902,64.41500826445805,58.211914118826456,72.99450329151554,73.89680675528905,92.0
2021-01-27,70.42367368391815,57.025153486827,53.40277411022518,51.479929382390104,54.63461495427871,55.59638925210235,56.157928444414004,61.02359468251411,58.0
2021-01-28,58.624461834694955,63.673007736699624,49.206664026992634,49.33527954737001,52.61091463655874,46.29101033363852,48.34117356837612,53.75831956962701,63.0
2021-01-29,61.81859671919423,59.564016146141874,58.79304459515338,50.95618665971241,46.80252035825696,54.50529808896302,47.59564415703728,54.933356981712485,65.0
2021-01-30,64.4681093984928,65.48818756309036,49.79692885707741,62.18363496226781,51.58955773672666,56.21201020963695,51.475731333065255,56.87427765413264,61.0
2021-01-31,67.62862315750871,70.08212428424999,65.70866738170393,72.73827067419718,66.29299870825795,62.88665493213502,60.20843278923835,60.59175615947465,50.0
2021-02-01,50.53368284042361,53.9294253616245,52.92034881672887,49.32940813527719,54.23709902737842,56.60259048138064,49.92177836196176,50.61733452422688,43.0
2021-02-02,56.854034913940986,54.50345251769689,56.750680272444335,64.92556213042958,63.610706142909876,61.60568758100339,55.930194725959645,57.12875163030419,86.0
2021-02-03,63.68424414204363,43.50597400832668,43.37730247208904,51.231206427178385,49.766617057600904,50.57887230747403,50.52693430381857,50.64673576301799,63.0
2021-02-04,62.147093356869476,62.36476677546328,46.54288245916782,52.33654298143235,58.48334934463587,50.508393621332,52.631482107685386,62.46474738620905,69.0
2021-02-05,70.46940996388437,57.26001120115642,48.62754610597834,51.1753752649218,50.53706626931175,50.55529960899967,49.38281561212867,55.68976474128787,49.0
2021-02-06,64.0312549126322,68.59080272525894,69.29152241291303,64.01160042232577,58.65189503269989,65.681491361445,63.36187552031914,69.11568221942069,80.0
2021-02-07,73.11306704660676,60.870020432603354,68.51917916736204,63.97958387994093,71.38450086529733,63.24270328199987,58.79044960947117,65.16998052367202,60.0
2021-02-08,57.00611723196552,70.14022602377077,59.49413876936446,49.791925864476966,62.24899901542346,51.32263194104683,54.05271775107554,52.19384246355211,60.0
2021-02-09,48.26266253809987,55.27599485856871,48.56342005348922,45.466602398651204,48.96685859848432,47.65582913846864,46.69470463062002,51.31690719865869,48.0
2021-02-10,40.39710305407076,38.922971375561474,41.20324977612273,44.00990881776074,42.76186813618362,32.719649575892035,34.72108952559524,42.40667378574918,33.0
2021-02-11,41.5411876121144,50.325437601300685,50.68507101217971,48.250260759778385,41.38013205261554,45.61873711979089,45.71091352325221,40.0661508435284,28.0
2021-02-12,49.86913386908413,56.362347588369694,54.75543469773958,61.03319704649883,47.228026598895056,60.42395836938294,52.574436778894,58.47995359923365,39.0
2021-02-13,48.4497901808442,56.913016540039465,51.255913218723194,60.23139264612788,59.22699213139137,59.693636134992545,56.54828169992242,57.24351911111914,44.0
2021-02-14,50.08875584263016,50.84500115930984,54.70145827053253,61.330252271463564,58.8635449638941,60.33175318596464,56.51474068496945,57.452220723927,56.0
2021-02-15,63.19471149770057,59.455299354823595,67.36150131497294,70.51813537445977,72.12935094702297,69.27133189243477,62.96071512903266,65.2699647197402,49.0
2021-02-16,53.10946153840828,54.75265868687902,51.02662519870266,53.37985040753541,47.33079746138712,53.705422235593815,53.01558077100667,51.654329523872164,50.0
2021-02-17,56.46204633509729,55.916491029655695,53.240776130388824,56.024328680299156,57.76907067020224,60.079425143339535,63.98593579349195,46.07587660733974,43.0
2021-02-18,65.08686775751325,73.24230443625419,68.6572212383851,74.42599228555049,63.63330087342847,72.35880423797022,68.27504583909149,65.15881260799364,54.0
2021-02-19,69.0649749213284,65.81199285665889,65.33070917761579,72.86395067499501,67.0181618753317,72.50304436008412,65.94590293671637,69.50308293911158,66.0
2021-02-20,72.57097593705095,58.78057273464318,60.11103305391718,71.57090079205565,59.680946145317314,59.15388140060982,58.18110748619951,61.41300694192904,72.0
2021-02-21,67.87967019689086,59.894977662313316,57.342432984436265,61.091708339411554,57.12437371297901,61.268546775824504,59.53669289456007,55.27493703616597,67.0
2021-02-22,66.39934153445695,69.77480567327017,62.94242571315488,62.6377153166776,60.84096323416963,70.68979375163013,55.74681980867865,58.59830700728446,50.0
2021-02-23,55.72156923164154,64.2871227544464,59.301328990872385,58.78146325315184,53.46837759653223,53.2069255947481,57.69106141521569,54.67070592141011,66.0
2021-02-24,55.39098643927777,49.81593493240691,60.222223706784625,52.66701028660684,50.619739784836575,54.754652039438284,51.59570681049629,49.72942727814098,47.0
2021-02-25,46.43336850716711,57.49270136234084,53.706856092765115,57.36237306484913,52.87822916141496,51.18630017763032,42.55178316195129,48.29467212868516,40.0
2021-02-26,40.75676898145951,41.868097985758176,50.302642753863154,48.217551767606224,51.30577498838967,40.58055695292625,36.07979817371354,43.613741746627184,44.0
2021-02-27,39.80424612029434,34.97702467575713,37.11961517499489,43.06046255612057,42.91906196234758,39.72543399670684,32.258619618690176,37.23679280048462,28.0
2021-02-28,33.808933034880226,48.01239577678218,48.22557194334359,47.02078519908468,48.04534831513758,43.5891820279872,40.7329582355744,43.95830931590453,46.0
2021-03-01,47.08817441460418,45.29924548910376,44.7145550964617,46.18516998497327,47.86608412747341,48.32127896237455,43.56714973436369,49.05947970367597,45.0
2021-03-02,52.445167987087075,58.497684797142355,55.51956067484378,50.21275639749967,54.10176013740317,58.18318522882988,57.91364507353847,52.823289873707544,44.0
2021-03-03,45.89550120809867,52.85638591832374,56.125567335602234,52.92183550192095,55.34305236157963,53.193635198183514,52.197440454384456,49.951985533481555,40.0
2021-03-04,44.07895636658791,52.16630944620056,50.115230089828714,43.38845263789239,47.22776059381061,48.32246580752296,46.19513452372003,46.62977223980253,51.0
2021-03-05,46.497369196251675,44.281296252758615,50.862747763164045,42.80404639857327,53.03422299228826,49.720344983605706,47.945467304980454,47.46045053339217,40.0
2021-03-06,38.59764564947424,38.00773870286304,36.696583718299564,37.583565718010256,42.21928349735758,39.233057323340745,39.545923554878925,38.22891047459198,38.0
2021-03-07,40.93405321060161,42.88789563247075,49.43519657759082,43.08637206100342,40.79752374812143,40.717320874066964,41.46829828801156,39.156342850492955,32.0
2021-03-08,34.75441165033194,38.36149018622027,40.35839922986007,39.771372558478646,39.31712799685929,38.080403632181316,39.21724073478493,41.770376897351994,41.0
2021-03-09,47.37377450820294,42.42532872187919,44.05876772409869,43.9540875534308,46.39850559710128,47.05804060006987,48.04657496411164,48.66940925879041,52.0
2021-03-10,52.301426947561524,48.61462028044257,43.998372455638126,50.18808349809233,52.65095695055355,48.764890644620046,46.57933449384119,52.38390151021492,49.0
2021-03-11,48.99989292697339,53.26730529467923,49.69310042672865,45.34629134088524,51.48694691580979,47.474143573910105,49.88231386402792,51.70567372918898,49.0
2021-03-12,59.84101850452432,55.94172031290512,53.950018185507496,54.550254713090936,54.271171798436676,54.14114027548912,51.40362099246057,54.856969665395376,92.0
2021-03-13,76.31766151442851,54.26433103627966,55.24687437092721,54.52805813189213,50.04442404813543,52.888590062017784,48.35795174229213,52.99560521573851,64.0
2021-03-14,52.66405145360394,54.36518226069953,46.60347592785107,47.59360498334151,45.505026171579956,45.35903945571533,41.82198423835431,44.83574028913168,73.0
2021-03-15,61.50871664819707,44.32773524403251,46.621346319270444,46.205600311945496,45.445401712413855,44.64875717254774,50.93157787770397,43.72091063742114,50.0
2021-03-16,51.18130115598799,45.80008635471906,46.188163921440555,44.401014500861514,44.2726573874774,43.250851990421744,47.15793169139318,43.10049914702008,43.0
2021-03-17,43.05895554759966,44.00756491449787,58.09615428171471,52.60462189479357,46.97679678042087,41.59466639639196,46.566572779517486,42.30965322597543,38.0
2021-03-18,36.5108633969761,42.942280551215006,44.129949345134065,46.77106160138476,45.122606603516175,40.99330858370766,43.07036141426917,43.35593606729849,33.0
2021-03-19,38.582075778181384,39.116551208948216,43.83062799225741,51.186753087827185,45.3472665003086,42.32783865164112,44.47585911297872,40.85136653392896,31.0
2021-03-20,33.93729080185254,36.33164617158475,38.327619578400736,44.344220660269826,37.67630896482488,38.144265527794474,45.10123835454635,38.80162902853607,40.0
2021-03-21,39.160211399792445,46.49062176244362,46.08029866182692,39.85731737114484,39.12516017734976,41.36312195506293,41.636544591263664,46.46156716316761,47.0
2021-03-22,52.36158630112804,47.95192082013431,41.82017051336896,46.812340018704624,45.46753718037091,53.84103068699893,52.73083003063829,47.572062379132866,52.0
2021-03-23,57.56945817949925,57.58467432769303,54.38409544701087,58.7862944228044,59.20940644460768,53.00067540737905,69.45477521692828,56.97621476485017,76.0
2021-03-24,68.95127069183397,63.32566131438267,64.24479312377107,65.12079595996597,56.929120134150885,66.5706564693527,66.60252888151538,64.25322482637306,83.0
2021-03-25,85.85011840003615,72.04798038522343,81.40529681806579,64.90517319952491,73.5924291682911,66.03683120241178,77.54865447834842,74.24380775950782,66.0
2021-03-26,68.9294108764334,73.40476528902354,63.22489866179445,62.10044943251211,70.24241266506431,65.49453804295939,60.2540011197806,68.27217587992841,50.0
2021-03-27,42.9960367056729,50.66566829476838,49.03218895179797,52.02061352156797,52.844990354348866,51.342046294664584,55.97278755648475,55.956008853418815,42.0
2021-03-28,37.688982786276725,44.862241846203865,52.555324157489636,51.972274058229566,54.19563463369599,50.95451000412027,55.04186990636275,49.47670195337352,47.0
2021-03-29,40.13498174646308,37.8861715778332,32.611384509408765,41.84439119948204,39.59274614491847,38.10229587439395,40.45444672195881,43.926670564908804,30.0
2021-03-30,31.2340796448469,37.3795124541497,36.94120312183918,36.72330665703395,37.155237835355294,36.56548059917564,39.57859009335604,38.374127984223165,24.0
2021-03-31,26.259494820518956,31.92406309279893,31.92461512897741,39.472749110979336,32.421853735636944,33.66583997825146,36.18146054009986,36.162304237931366,24.0
2021-04-01,25.22099869383209,28.823411757563296,30.064491380884554,38.86951603080029,33.85588261304669,34.239343426957305,36.90181232935013,36.62533747123696,25.0
2021-04-02,26.848630527898756,28.62863324421346,26.759200646677424,34.63905196289933,34.06257535640063,32.23994022559935,33.89156346778517,27.633928451999044,29.0
2021-04-03,29.90248963013031,32.06204250965222,32.16893959452215,39.86553427161706,33.885993179451724,37.91748529940158,39.42728156231024,37.05926865006732,38.0
2021-04-04,32.543779668604095,38.743564538961905,41.17513100148172,37.75370265968914,37.91786946483118,43.87941210994737,48.336339769464864,45.30512199874961,54.0
2021-04-05,45.41926604947712,38.110086622737484,42.397028956080305,37.89154337257002,43.97859145313608,46.0512884942214,41.28192964906715,47.23207333781613,47.0
2021-04-06,49.81581066234241,43.43900764305561,49.994826659513286,45.4460114246067,46.096689656228676,45.800332910969864,45.001069265962954,43.41726423584653,88.0
2021-04-07,71.89646434630966,46.02710580652158,50.982927394745396,46.89831529763451,44.05067427872368,47.30732932446945,47.215387912195105,42.90520220872727,61.0
2021-04-08,51.115684441526575,53.21412775963251,40.97818801413025,45.36375880387357,40.26565166509069,41.43808177572052,42.34505671135054,38.8145625106514,53.0
2021-04-09,48.561982198950766,44.717889489539715,47.139198486445665,45.24498173729027,47.39970470165569,45.804942597795296,51.247373944910585,47.00772931893499,40.0
2021-04-10,50.90130659570234,59.63466089736734,57.836148729282996,63.94651234733766,62.23158231783063,63.140516852755454,57.96358205062299,57.197494063772155,82.0
2021-04-11,69.22493982505074,53.22988632465743,56.851864528704645,58.07694657049242,60.480138855593,53.77711116786056,53.34851618036712,52.22907076454908,68.0
2021-04-12,51.02618198006834,54.28502744793675,41.96541915768622,51.474824985240936,48.687231812652215,50.14295018564933,43.05502352701356,45.26260799626053,39.0
2021-04-13,37.082194693128265,49.11556006917798,48.71929010593961,43.33077190694456,44.108168408883735,41.89994626619523,39.837461512389766,40.06895346997298,42.0
