time,predict_value0,real
2021-01-01,58.67423079268048,53.0
2021-01-02,61.06487224771686,60.0
2021-01-03,66.22846553799839,79.0
2021-01-04,72.33290854507271,66.0
2021-01-05,71.52204118075336,66.0
2021-01-06,58.44684595130279,62.0
2021-01-07,52.519470559717476,67.0
2021-01-08,48.20985410034928,42.0
2021-01-09,46.77246659804385,51.0
2021-01-10,57.03371703259836,57.0
2021-01-11,62.26591589641247,44.0
2021-01-12,64.87617366792357,55.0
2021-01-13,63.55689929925844,70.0
2021-01-14,64.88615672147137,87.0
2021-01-15,79.38248840500259,85.0
2021-01-16,84.12830919214377,89.0
2021-01-17,61.400640574099235,82.0
2021-01-18,66.53977495160362,71.0
2021-01-19,72.32678559198017,67.0
2021-01-20,75.93731218586022,73.0
2021-01-21,105.1009702134929,95.0
2021-01-22,99.23745305747545,83.0
2021-01-23,92.92542457428279,52.0
2021-01-24,66.90999507684172,68.0
2021-01-25,71.45088101548434,90.0
2021-01-26,73.07907239452778,95.0
2021-01-27,55.87156307877717,81.0
2021-01-28,58.54747116338402,55.0
2021-01-29,60.55662486807025,77.0
2021-01-30,62.30857786123404,65.0
2021-01-31,67.91375839336112,60.0
2021-02-01,76.42342677341708,65.0
2021-02-02,74.97686537825028,75.0
2021-02-03,62.77904610460915,79.0
2021-02-04,71.94903827677172,70.0
2021-02-05,75.84543802746317,74.0
2021-02-06,78.35159398352438,81.0
2021-02-07,78.74845478575436,97.0
2021-02-08,64.47059654875268,75.0
2021-02-09,52.56216206710411,55.0
2021-02-10,47.427280457003974,31.0
2021-02-11,56.51776511271515,25.0
2021-02-12,56.61434651582674,53.0
2021-02-13,65.13172021938483,54.0
2021-02-14,72.71719493910643,59.0
2021-02-15,74.03403650049968,50.0
2021-02-16,70.6506710917544,66.0
2021-02-17,55.71071910378444,58.0
2021-02-18,60.30906811417694,63.0
2021-02-19,63.06433818376138,75.0
2021-02-20,78.76369210311393,80.0
2021-02-21,86.59070749185231,78.0
2021-02-22,81.51081913687047,67.0
2021-02-23,82.66238374087264,85.0
2021-02-24,64.4738831661889,77.0
2021-02-25,64.3920458902964,57.0
2021-02-26,53.22755082909271,67.0
2021-02-27,56.51650802538063,38.0
2021-02-28,69.36571915916574,61.0
2021-03-01,60.65536302453585,80.0
2021-03-02,54.58523246766883,36.0
2021-03-03,58.10889234903549,48.0
2021-03-04,54.58228907379073,99.0
2021-03-05,61.89809550701133,108.0
2021-03-06,80.05884873830696,99.0
2021-03-07,50.406566281418534,60.0
2021-03-08,60.62915523768575,62.0
2021-03-09,70.23876615180616,77.0
2021-03-10,72.32562157160054,65.0
2021-03-11,68.48200340473858,75.0
2021-03-12,67.30844921635214,95.0
2021-03-13,65.71147018706624,93.0
2021-03-14,71.21444124494252,85.0
2021-03-15,73.88056846577742,86.0
2021-03-16,75.92856920619005,75.0
2021-03-17,61.47028387365085,59.0
2021-03-18,59.696506936091076,64.0
2021-03-19,58.680652069722925,62.0
2021-03-20,48.20678807752199,71.0
2021-03-21,36.67027231992463,36.0
2021-03-22,40.48468390639168,37.0
2021-03-23,61.564859918960884,78.0
2021-03-24,73.136767557517,77.0
2021-03-25,94.81871452678416,89.0
2021-03-26,95.29740511947676,85.0
2021-03-27,82.35936747583276,69.0
2021-03-28,99.72805759700827,74.0
2021-03-29,65.4013474084051,58.0
2021-03-30,88.64492105843983,52.0
2021-03-31,76.1959306039348,38.0
2021-04-01,87.47121645031682,35.0
2021-04-02,83.17213827853573,42.0
2021-04-03,61.467428365846814,65.0
2021-04-04,45.13920464131085,55.0
2021-04-05,50.821086878159946,70.0
2021-04-06,65.7073743080524,98.0
2021-04-07,71.60059798446605,80.0
2021-04-08,47.54811836041255,80.0
2021-04-09,66.84103702570314,70.0
2021-04-10,90.92832345316948,96.0
2021-04-11,96.46252418565676,102.0
2021-04-12,75.04123820731881,53.0
2021-04-13,81.8429680763692,71.0
2021-04-14,59.83568256619995,83.0
2021-04-15,62.86419780567035,94.0
2021-04-16,59.14408822344084,94.0
2021-04-17,60.88431858335714,65.0
2021-04-18,80.1054732925789,115.0
2021-04-19,53.83663228683559,112.0
2021-04-20,74.51468183059927,99.0
2021-04-21,95.84466619020341,104.0
2021-04-22,98.95280074518185,95.0
2021-04-23,85.1841189680405,84.0
2021-04-24,73.01795758859647,89.0
2021-04-25,51.97977430590693,36.0
2021-04-26,71.9971777493996,57.0
2021-04-27,53.92146038198813,45.0
2021-04-28,65.96538618303956,57.0
2021-04-29,80.50928953848852,51.0
2021-04-30,112.40149104455647,87.0
2021-05-01,114.87249721585583,106.0
2021-05-02,101.27838603951915,82.0
2021-05-03,58.99788217372872,46.0
2021-05-04,67.46194173776651,51.0
2021-05-05,59.65633975152103,60.0
2021-05-06,77.70394923037257,128.0
2021-05-07,44.541686953903,102.0
