time,predict_value1,predict_value2,predict_value3,predict_value4,predict_value5,real
2021-01-01,49.93868118521319,54.28125560160463,81.3397744227812,67.05018825128073,49.716535996175374,42.0
2021-01-02,55.6678723658141,57.5911990312915,67.40362442392623,73.86929115890884,67.17128096695204,63.0
2021-01-03,66.80849316423193,61.222230846984615,68.4735898126303,69.52651072349734,73.0431839718953,80.0
2021-01-04,83.4251172114538,71.36189651551167,67.58294197117162,64.03286395497908,64.56340863642235,65.0
2021-01-05,73.77624484649019,82.56175848342532,73.7822119889031,66.41348989290655,70.51848987334996,64.0
2021-01-06,67.1851458420159,73.66712810785145,75.87548801021325,64.32941875432198,67.88911673176132,69.0
2021-01-07,61.42623380678127,54.47683361006699,67.53969503872139,52.013294154609476,54.225034704955505,62.0
2021-01-08,55.56572274169958,54.885127899839006,55.9941324374275,57.38618867584263,57.40755058881831,51.0
2021-01-09,59.97592803276549,57.26256028330032,58.11735483006871,58.093679474037096,54.21972154843732,37.0
2021-01-10,53.07763667312224,63.021625085866376,58.79060498259512,57.027409463991745,53.53408840569557,45.0
2021-01-11,52.623779611775994,53.815210916244695,65.10427187080266,67.38874514930677,64.15604020663872,51.0
2021-01-12,60.09613533120895,60.79671949374523,53.368967776598154,60.217068044629,61.30137040130161,62.0
2021-01-13,70.63499558869802,65.63683295403658,58.59555120633776,62.536630167524685,59.849573385525574,95.0
2021-01-14,92.4814977496107,71.78091795170678,72.21486362444683,67.48052117968433,76.10471400459834,119.0
2021-01-15,100.87539010194611,97.68460011978847,89.70948928912817,87.69779807795106,87.21433906941454,138.0
2021-01-16,124.76964441362588,106.8999211847735,88.95718968193698,83.71805006377885,87.10531571675999,170.0
2021-01-17,107.13807825874703,91.46837877114518,65.67410332831147,78.65097956222371,68.64450145585732,86.0
2021-01-18,88.39745633624749,91.46073803499607,83.89898820827597,76.15890047451396,79.35525043688745,80.0
2021-01-19,84.48590332863766,92.1185909896702,108.04779078356708,86.13375091106526,86.71838078242185,101.0
2021-01-20,105.79598257669922,105.67891121721077,112.77545414747274,93.12450677238604,99.04572850539107,113.0
2021-01-21,106.74051749605387,94.81663463235991,108.8008264140825,104.28479648452685,107.39480652537728,104.0
2021-01-22,114.61794264709498,123.7311202102876,100.60798695001192,104.81515162314903,120.44760302477144,62.0
2021-01-23,89.20758165046783,118.73429515252792,104.0677365166601,95.20319606250355,110.44082104830555,58.0
2021-01-24,80.57670355056554,102.69360044410467,113.75776200995226,102.76031814314183,105.58720103641159,62.0
2021-01-25,67.31435653143275,82.49950919668223,92.60554934568569,90.65841528453365,97.25177238439342,70.0
2021-01-26,69.08334762919917,65.96260218831043,77.62778479307696,84.74957249815108,90.63878193953695,64.0
2021-01-27,64.2513632202593,70.88783548967174,65.32400376744056,68.96990118378895,72.11609825356314,77.0
2021-01-28,66.03684756386684,61.3578599835991,61.59461808822737,62.2879022108101,60.56281600204414,56.0
2021-01-29,59.63051530776077,61.5692304093286,60.42879598291419,60.857873349062,61.82661546032208,65.0
2021-01-30,72.98955119923599,78.6544892350475,77.24876918406278,74.99712474050104,79.01663159362472,90.0
2021-01-31,93.42358912001124,86.22918255268918,90.10404557694469,74.97595901281898,78.1152928881434,96.0
2021-02-01,90.08675444482965,79.97232137732006,77.71168342573489,72.8058156241147,72.57849737356447,77.0
2021-02-02,76.92982313698884,76.03057021013127,78.69089315346925,81.49787995492208,79.01270994911837,89.0
2021-02-03,78.29884343592933,77.47899900732644,76.96451538845436,75.95683820470308,74.53342449793666,96.0
2021-02-04,79.9298723551028,77.20735493120796,73.191364535811,77.917114600951,73.5454031666697,113.0
2021-02-05,91.73960085380422,78.36104335556203,69.77056423987612,75.32399523251419,74.28471788592392,90.0
2021-02-06,86.34862741955803,93.3952814596508,79.42012221856686,77.02193701657541,80.56436017177782,106.0
2021-02-07,92.69860761311102,92.87763933282507,79.759273583531,76.52856343638065,76.4877344013255,107.0
2021-02-08,91.44147043277923,86.62511852967982,79.85017717552917,73.99705161606593,70.78371645510005,80.0
2021-02-09,56.833865474620346,61.07787732539922,64.37764011987557,57.121438084856976,60.39599816914615,37.0
2021-02-10,39.149676198037,48.05367563929016,36.905850033004036,43.1120581195256,46.19412304507095,20.0
2021-02-11,36.717456787603275,43.20909382015814,43.98869266432059,51.52472697264635,44.292676351946085,33.0
2021-02-12,53.86009670269123,47.85623499210216,60.002137146512226,62.144845834121995,57.78142974771775,43.0
2021-02-13,64.29611684538452,63.6903685029139,65.0508041398711,70.24502956112262,71.1297734257363,47.0
2021-02-14,73.70601492930986,78.25942012019077,70.9866892091077,73.14657879392261,79.18992043119894,57.0
2021-02-15,79.53442065384587,78.73124950306413,73.94823231883474,74.48078843301566,82.56561648284433,67.0
2021-02-16,72.7780078559441,73.90618816974495,77.60246128647431,68.05605835790125,69.67638617780645,64.0
2021-02-17,65.86457152112972,67.23583111745288,67.41018834914587,62.728809351098064,62.278043050380326,47.0
2021-02-18,55.97110180933034,66.04495174260249,69.15617225349686,58.704244598123,59.86029097431134,55.0
2021-02-19,74.12628318702589,81.76937025792762,89.40471360812886,82.73694905725469,83.03045937347464,76.0
2021-02-20,85.91229184132278,88.54293544018803,100.91867813107817,84.45963089833845,83.57785188034175,100.0
2021-02-21,95.17748647580673,90.72065088472739,89.7696329226338,79.6029501907808,79.54279675045811,100.0
2021-02-22,93.5450134137577,95.5111881966503,82.37667983931628,81.19392161535532,85.66440733631289,107.0
2021-02-23,100.21494818129634,95.76638151380625,89.34199395494224,86.67836114988944,87.29648015748757,127.0
2021-02-24,103.51902651129996,91.44407228367031,83.31455871055753,76.41409700399169,79.35875489004535,81.0
2021-02-25,56.07612344784222,69.02619789948503,60.63377914435957,55.200254380867996,49.67806069091102,45.0
2021-02-26,51.99395620508297,63.98461465762245,59.08594922440352,57.05092513440765,54.82434041610497,48.0
2021-02-27,37.040959000120814,44.68312093666596,48.24877458883012,44.52358467842265,36.54898319799215,29.0
2021-02-28,43.64427510831486,54.42572824027895,56.72973640240594,59.71751061338764,56.28712948500661,53.0
2021-03-01,60.22039172685043,57.451936852399236,56.77733137754796,63.18602410056952,68.51505105347607,74.0
2021-03-02,61.677788698200274,52.876119209258704,47.99932109315913,55.62467668434391,51.70154624910648,33.0
2021-03-03,48.288737225465006,55.45277988814668,53.127723002507466,50.902641449834164,59.556408544120245,44.0
2021-03-04,52.9044352683681,49.61671742550986,53.35626284431312,60.122939192822,51.74149529378816,52.0
2021-03-05,54.25954139057598,61.794145674004874,57.36221970806297,70.68379865171202,63.32772391395479,63.0
2021-03-06,63.488557675825206,59.43518659250781,56.01733122549285,54.19681169117088,60.90282741832516,60.0
2021-03-07,43.04231773506728,38.382342842319545,39.736136801711716,41.67368972043396,38.83872937637953,33.0
2021-03-08,46.98620915393742,60.943803666510526,59.18409303054521,52.85429042234136,59.43855726629904,52.0
2021-03-09,57.845795402298386,56.56745694802494,65.68892402640589,63.69495524385421,63.477585986185396,63.0
2021-03-10,67.21227805904425,62.810184128134985,65.75073923977841,72.10641543613316,69.08077594067528,56.0
2021-03-11,60.970654539199344,62.14985582592357,65.12467172344205,62.538949882358615,70.87002520527935,62.0
2021-03-12,60.0543424995998,55.51276522820519,57.869126855950675,55.53970330858648,64.13009901143631,83.0
2021-03-13,71.91234346482648,59.63199805741762,57.17605576027243,62.75212859626256,63.67594812997475,62.0
2021-03-14,61.720411412104255,67.09393710491409,68.3567587338508,60.777373697596204,64.75496178776521,80.0
2021-03-15,75.62873195321505,53.97015774543136,57.444109846491955,60.538524704365635,57.157953745703416,80.0
2021-03-16,77.81955927742976,62.61039779197785,63.8835554676799,60.357157416437865,59.151438552508296,70.0
2021-03-17,75.0962882357848,76.72677739015687,70.8545046047282,63.24618628572262,65.48099428280864,55.0
2021-03-18,60.93015242288338,59.8895818019982,52.93838155306406,54.675811300892526,49.20096584951654,48.0
2021-03-19,52.14430998050553,60.64124155443461,58.96085803752288,53.645204475225434,51.5521913709295,45.0
2021-03-20,57.756928910178864,63.649836433697466,70.96440389165825,69.01160015900169,66.69548553947925,56.0
2021-03-21,35.92889412376626,36.758363080492686,37.29578417459771,38.490322505504544,42.55459930870155,34.0
2021-03-22,49.1363154185351,48.121305489823676,39.662485426294985,43.04712064431807,39.35526538269265,68.0
2021-03-23,79.15775865673362,61.952917112201156,70.42693684356655,66.13592779819749,60.98440591037629,95.0
2021-03-24,93.84131543481773,74.66693608714719,73.2295352115354,75.82370758318079,76.57534322511451,76.0
2021-03-25,87.24924157269442,104.21883558193714,94.62585751298717,97.93924323092536,90.66078347664121,120.0
2021-03-26,95.93754521686132,90.34461718155663,91.5979332067633,90.7996687116058,83.65706168211275,80.0
2021-03-27,60.81333375217581,67.90169048737847,56.26982593529981,57.580916692876045,60.44862076247219,60.0
2021-03-28,63.4496894599923,58.3064575488856,61.56391169890433,57.079449762877836,57.936506330299146,80.0
2021-03-29,72.16250170742059,60.29645877816243,66.4005983529597,59.85440082674028,58.44179317855526,47.0
2021-03-30,65.75256933025811,71.21624737933494,62.35585187411792,76.08240011835095,66.78089776179398,42.0
2021-03-31,50.75897429793564,48.61587809725548,53.06264938096061,53.0119548369708,52.45599144340967,37.0
2021-04-01,53.55250439879546,71.72559037220847,65.71227963689446,67.41865739877922,77.41373174461742,34.0
2021-04-02,52.41209077492866,69.89996280214027,62.728730586704316,65.63244013535271,69.96317364410669,40.0
2021-04-03,59.83389468533937,65.91950849616045,66.95777671386529,72.32070399234657,77.59282302116898,56.0
2021-04-04,61.69451789378579,57.340342202139794,59.05067538884058,59.731098236513056,57.39427158634412,49.0
2021-04-05,58.775959458105866,59.098016510096244,63.508760027878125,66.631085495782,67.99741383136828,46.0
2021-04-06,71.88027798933992,83.85526866729033,89.58674521198927,84.7513782119975,85.28409994639954,122.0
2021-04-07,67.91584650649743,63.6191727521324,70.3718049760541,68.52186442512196,64.90551703775638,74.0
2021-04-08,50.53111534524516,44.67057348444296,43.93410786506557,43.57639271546524,40.25521256697552,42.0
2021-04-09,52.10478734336809,60.732821914128806,50.41494916028125,56.26188484031163,57.41618528472203,37.0
2021-04-10,54.744484197345464,64.23746048892393,74.6038424382603,69.1374783859337,73.17975615230418,76.0
2021-04-11,97.71826549812967,88.74785570202452,102.7903448119673,99.27678590153853,97.54166224965343,109.0
2021-04-12,80.91340183210919,74.15417852776785,72.61770362991138,82.08132486460994,75.78309915218165,77.0
2021-04-13,78.96841707552872,79.0668646716048,81.00639187080013,84.71359587646931,67.6701556922181,102.0
2021-04-14,84.89821825121261,67.45699409505167,62.40937893037626,65.9058278128818,63.958532959537436,46.0
2021-04-15,46.063417152744854,57.052693948692294,42.63178412768663,56.298473403858516,47.08335110560548,42.0
2021-04-16,47.34555748696362,47.30040985423181,48.97967482800207,51.21945140664414,47.05081359204823,49.0
2021-04-17,46.879946598144315,60.16642080288811,58.2176180949057,64.80291469053607,68.22909315300225,37.0
2021-04-18,64.81478344151186,88.01253950992314,90.4227308393736,81.3397551031029,94.5044020366124,65.0
2021-04-19,78.02751804758418,69.71343656719932,77.21818298053984,70.01453124379876,73.62752571133372,87.0
2021-04-20,90.83530018876657,84.01533453248538,87.364961951107,85.41485817417113,84.9936311629489,96.0
2021-04-21,88.73145171435726,77.47352322715182,80.14774818318473,73.49290248161888,85.31241346273924,132.0
2021-04-22,99.93816893125428,78.99105240831587,79.66397064874148,73.36175441855654,81.40157126090376,115.0
2021-04-23,107.05387611577909,97.34794591169089,98.49147063721675,86.47346545360632,90.40943807161678,145.0
2021-04-24,92.14511248785259,64.96630604503545,62.31365131760625,69.48535811051288,72.81188351114783,67.0
2021-04-25,45.00713243959636,55.421868245008916,47.58101975245623,48.94652993212999,50.24120946258489,39.0
2021-04-26,43.790116503253245,51.02123133279721,47.65664016002017,55.94570028620087,53.04851504545759,45.0
2021-04-27,42.48652339292737,41.66207107615037,40.91269600383254,54.67292426440844,48.52229626282039,55.0
2021-04-28,46.197102278388286,42.56821141632117,46.17600593393449,48.28270414613721,41.720576793887616,43.0
2021-04-29,66.59757869040457,78.15032637588942,89.59856392813882,92.68245211958947,88.33953783093925,61.0
2021-04-30,106.66538168157648,105.87951243802421,123.06099741513988,126.26491132262288,110.0572661417898,197.0
2021-05-01,152.62093481596378,95.67507261680159,115.81467363115468,121.14902421130466,100.87538856755039,153.0
2021-05-02,105.99643195067267,93.31776431986943,90.47063451414179,86.96948683466358,78.01856670001756,67.0
2021-05-03,52.04368111375661,60.69767574418881,60.50264585359123,60.24886396675978,63.254843443781056,37.0
2021-05-04,52.69684520038096,54.70182821235092,61.855208566296085,61.3593699684284,61.4665733158457,46.0
2021-05-05,49.3478701872204,49.669994078799824,54.09481288659699,47.868559575417244,38.19113997080458,65.0
2021-05-06,60.51028323234028,58.421152237307446,54.10625043456896,59.32729930464515,60.0427904090483,86.0
2021-05-07,55.06550865264131,35.48116901926736,37.740910647248334,46.110573389810185,33.88041098304548,108.0
